level,topic_order,topic,temp_order,temp,pos,phonetic,definition,example
A2,2,Time & Daily Life,13,daily,adjective,/ˈdeɪli/,happening every day,I read the daily news.
A2,2,Time & Daily Life,14,weekly,adjective,/ˈwikli/,happening every week,We have a weekly meeting.
A2,2,Time & Daily Life,15,monthly,adjective,/ˈmʌnθli/,happening every month,I pay rent monthly.
A2,2,Time & Daily Life,16,yearly,adjective,/ˈjɪrli/,happening every year,A yearly checkup.
A2,2,Time & Daily Life,17,recent,adjective,/ˈrisənt/,happening not long ago,This is a recent photo.
A2,2,Time & Daily Life,18,future,noun,/ˈfjutʃɚ/,the time that will come,What are your plans for the future?
A2,2,Time & Daily Life,19,past,noun,/ˈpæst/,the time that has gone,We learn from the past.
A2,2,Time & Daily Life,20,present,noun,/ˈprɛzənt/,the time now,Live in the present.
A2,2,Time & Daily Life,21,calendar,noun,/ˈkæləndɚ/,a chart showing days,Mark it on the calendar.
A2,2,Time & Daily Life,22,schedule,noun,/ˈskɛdʒuːl/,a plan of times,Check the train schedule.
A2,2,Time & Daily Life,23,diary,noun,/ˈdaɪɚi/,a book to write daily thoughts,She writes in her diary.
A2,2,Time & Daily Life,24,habit,noun,/ˈhæbɪt/,something you do regularly,Exercise is a good habit.
A2,2,Time & Daily Life,25,routine,noun,/ruˈtin/,a regular way of doing things,I have a morning routine.
A2,2,Time & Daily Life,26,lifestyle,noun,/ˈlaɪfˌstaɪl/,the way a person lives,A healthy lifestyle is important.
A2,2,Time & Daily Life,27,period,noun,/ˈpɪriəd/,a length of time,It was a difficult period.
A2,2,Time & Daily Life,28,moment,noun,/ˈmoʊmənt/,a very short time,Wait a moment please.
A2,2,Time & Daily Life,29,occasion,noun,/əˈkeɪʒən/,a special time,A special occasion.
A2,2,Time & Daily Life,30,century,noun,/ˈsɛntʃəri/,one hundred years,The 21st century.
A2,2,Time & Daily Life,31,decade,noun,/ˈdɛkeɪd/,ten years,The last decade.
A2,2,Time & Daily Life,32,midnight,noun,/ˈmɪdˌnaɪt/,twelve oclock at night,We arrived at midnight.
A2,2,Time & Daily Life,33,noon,noun,/ˈnun/,twelve oclock daytime,Lets meet at noon.
A2,2,Time & Daily Life,34,dawn,noun,/ˈdɔn/,when the sun comes up,We woke at dawn.
A2,2,Time & Daily Life,35,sunset,noun,/ˈsʌnˌsɛt/,when the sun goes down,A beautiful sunset.
A2,2,Time & Daily Life,36,delay,noun,/dɪˈleɪ/,being late,A long delay.
A2,2,Time & Daily Life,37,rush,noun,/ˈrʌʃ/,hurrying,Morning rush hour.
A2,2,Time & Daily Life,38,spare,adjective,/ˈspɛr/,extra; free,Spare time.
A2,2,Time & Daily Life,39,previous,adjective,/ˈpriviəs/,before this one,The previous day.
A2,2,Time & Daily Life,40,following,adjective,/ˈfɑloʊɪŋ/,the next one,The following week.
A2,3,Family & Relationships,1,kid,noun,/ˈkɪd/,a child,The kids are playing outside.
A2,3,Family & Relationships,2,adult,noun,/əˈdʌlt/,a grown-up person,Only adults can enter.
A2,3,Family & Relationships,3,teenager,noun,/ˈtinˌeɪdʒɚ/,a person aged 13-19,Teenagers like music.
A2,3,Family & Relationships,4,couple,noun,/ˈkʌpəl/,two people together,They are a nice couple.
A2,3,Family & Relationships,5,single,adjective,/ˈsɪŋgəl/,not married,He is single.
A2,3,Family & Relationships,6,married,adjective,/ˈmærid/,having a husband or wife,They got married last year.
A2,3,Family & Relationships,7,divorced,adjective,/dɪˈvɔrst/,no longer married,Her parents are divorced.
A2,3,Family & Relationships,8,wedding,noun,/ˈwɛdɪŋ/,a marriage ceremony,The wedding was beautiful.
A2,3,Family & Relationships,9,relationship,noun,/rɪˈleɪʃənˌʃɪp/,a connection between people,They have a good relationship.
A2,3,Family & Relationships,10,grandma,noun,/ˈgræmɑ/,grandmother informal,Grandma makes great cookies.
A2,3,Family & Relationships,11,grandpa,noun,/ˈgrænˌpɑ/,grandfather informal,Grandpa tells great stories.
A2,3,Family & Relationships,12,grandson,noun,/ˈgrænˌsʌn/,a son of your child,Her grandson is five years old.
A2,3,Family & Relationships,13,granddaughter,noun,/ˈgrænˌdɔtɚ/,a daughter of your child,My granddaughter visits me often.
A2,3,Family & Relationships,14,twin,noun,/ˈtwɪn/,one of two children born together,She has a twin brother.
A2,3,Family & Relationships,15,neighbor,noun,/ˈneɪbɚ/,a person who lives nearby,My neighbor is very friendly.
A2,3,Family & Relationships,16,guest,noun,/ˈgɛst/,a person you invite,We have guests for dinner.
A2,3,Family & Relationships,17,guy,noun,/ˈgaɪ/,a man informal,Hes a nice guy.
A2,3,Family & Relationships,18,lady,noun,/ˈleɪdi/,a woman polite,A lady helped me.
A2,3,Family & Relationships,19,marry,verb,/ˈmɛri/,to become husband and wife,They will marry next month.
A2,3,Family & Relationships,20,eldest,adjective,/ˈɛldəst/,oldest in a family,She is the eldest child.
A2,3,Family & Relationships,21,surname,noun,/ˈsɜrˌneɪm/,family name,Whats your surname?
A2,3,Family & Relationships,22,invitation,noun,/ˌɪnvɪˈteɪʃən/,a request to come somewhere,I got a wedding invitation.
A2,3,Family & Relationships,23,memory,noun,/ˈmɛmɚi/,something you remember,I have happy memories of that day.
A2,3,Family & Relationships,24,generation,noun,/ˌdʒɛnəˈreɪʃən/,people born at similar time,The younger generation uses technology.
A2,3,Family & Relationships,25,relative,noun,/ˈrɛlətɪv/,a family member,All my relatives came to visit.
A2,3,Family & Relationships,26,niece,noun,/ˈnis/,daughters of your sibling,My niece is ten years old.
A2,3,Family & Relationships,27,nephew,noun,/ˈnɛfju/,son of your sibling,My nephew plays football.
A2,3,Family & Relationships,28,stepmother,noun,/ˈstɛpˌmʌðɚ/,fathers new wife,Her stepmother is kind.
A2,3,Family & Relationships,29,stepfather,noun,/ˈstɛpˌfɑðɚ/,mothers new husband,His stepfather helped him.
A2,3,Family & Relationships,30,partner,noun,/ˈpɑrtnɚ/,person you are with,Life partner.
A2,3,Family & Relationships,31,roommate,noun,/ˈrumˌmeɪt/,person sharing a room,My roommate is from Japan.
A2,3,Family & Relationships,32,stranger,noun,/ˈstreɪndʒɚ/,a person you dont know,Dont talk to strangers.
A2,3,Family & Relationships,33,childhood,noun,/ˈtʃaɪldˌhʊd/,time when you are a child,Happy childhood memories.
A2,3,Family & Relationships,34,adulthood,noun,/əˈdʌltˌhʊd/,time when you are adult,Reaching adulthood.
A2,3,Family & Relationships,35,friendship,noun,/ˈfrɛndˌʃɪp/,being friends,A strong friendship.
A2,3,Family & Relationships,36,trust,noun,/ˈtrʌst/,believing in someone,Trust is important.
A2,3,Family & Relationships,37,respect,noun,/rɪˈspɛkt/,thinking someone is good,Show respect to others.
A2,3,Family & Relationships,38,love,noun,/ˈlʌv/,strong feeling for someone,Love your family.
A2,3,Family & Relationships,39,care,noun,/ˈkɛr/,looking after someone,Take care of yourself.
A2,3,Family & Relationships,40,support,noun,/səˈpɔrt/,help given to someone,Family support is important.
A2,4,Body & Health,1,neck,noun,/ˈnɛk/,the part between head and body,My neck hurts.
A2,4,Body & Health,2,shoulder,noun,/ˈʃoʊldɚ/,the top of your arm,She hurt her shoulder.
A2,4,Body & Health,3,back,noun,/ˈbæk/,the part behind your chest,My back is sore.
A2,4,Body & Health,4,knee,noun,/ˈni/,the middle part of your leg,She fell on her knee.
A2,4,Body & Health,5,ankle,noun,/ˈæŋkəl/,the part between leg and foot,He twisted his ankle.
A2,4,Body & Health,6,finger,noun,/ˈfɪŋgɚ/,one of five parts on your hand,I cut my finger.
A2,4,Body & Health,7,thumb,noun,/ˈθʌm/,the short thick finger,I hurt my thumb.
A2,4,Body & Health,8,chin,noun,/ˈtʃɪn/,the bottom of your face,He has a beard on his chin.
A2,4,Body & Health,9,stomach,noun,/ˈstʌmək/,the part inside where food goes,I have a stomachache.
A2,4,Body & Health,10,heart,noun,/ˈhɑrt/,the organ that pumps blood,My heart is beating fast.
A2,4,Body & Health,11,brain,noun,/ˈbreɪn/,the organ in your head for thinking,The brain controls the body.
A2,4,Body & Health,12,blood,noun,/ˈblʌd/,the red liquid in your body,Blood is red.
A2,4,Body & Health,13,bone,noun,/ˈboʊn/,the hard parts inside your body,He broke a bone.
A2,4,Body & Health,14,skin,noun,/ˈskɪn/,the covering of your body,She has soft skin.
A2,4,Body & Health,15,pain,noun,/ˈpeɪn/,a feeling of hurt,I feel pain in my leg.
A2,4,Body & Health,16,headache,noun,/ˈhɛdˌeɪk/,pain in your head,I have a headache.
A2,4,Body & Health,17,toothache,noun,/ˈtuθˌeɪk/,pain in your tooth,I have a toothache.
A2,4,Body & Health,18,flu,noun,/ˈflu/,a common illness with fever,She has the flu.
A2,4,Body & Health,19,illness,noun,/ˈɪlnəs/,a disease or sickness,He recovered from his illness.
A2,4,Body & Health,20,disease,noun,/dɪˈziz/,a serious sickness,Heart disease is serious.
A2,4,Body & Health,21,injury,noun,/ˈɪndʒɚi/,damage to your body,He has a leg injury.
A2,4,Body & Health,22,allergy,noun,/ˈælɚdʒi/,a bad reaction to something,She has an allergy to nuts.
A2,4,Body & Health,23,medicine,noun,/ˈmɛdɪsɪn/,something you take to get better,Take your medicine.
A2,4,Body & Health,24,drug,noun,/ˈdrʌg/,a medicine or illegal substance,The doctor gave me a new drug.
A2,4,Body & Health,25,ill,adjective,/ˈɪl/,not feeling well,She is ill today.
A2,4,Body & Health,26,hurt,verb,/ˈhɜrt/,to feel pain,My leg hurts.
A2,4,Body & Health,27,weak,adjective,/ˈwik/,not strong,I feel weak today.
A2,4,Body & Health,28,alive,adjective,/əˈlaɪv/,living; not dead,The plant is still alive.
A2,4,Body & Health,29,dead,adjective,/ˈdɛd/,not alive,The battery is dead.
A2,4,Body & Health,30,healthy,adjective,/ˈhɛlθi/,in good health,Eat healthy food.
A2,4,Body & Health,31,weight,noun,/ˈweɪt/,how heavy something is,I want to lose weight.
A2,4,Body & Health,32,height,noun,/ˈhaɪt/,how tall something is,What is your height?
A2,4,Body & Health,33,birth,noun,/ˈbɜrθ/,when a baby is born,The birth of the baby was easy.
A2,4,Body & Health,34,death,noun,/ˈdɛθ/,when someone dies,His death was sad.
A2,4,Body & Health,35,danger,noun,/ˈdeɪndʒɚ/,risk of harm,There is no danger here.
A2,5,Clothes & Accessories,1,shorts,noun,/ˈʃɔrts/,short pants,He wears shorts in summer.
A2,5,Clothes & Accessories,2,pants,noun,/ˈpænts/,trousers (American English),I bought new pants.
A2,5,Clothes & Accessories,3,suit,noun,/ˈsut/,jacket and pants worn together,He wears a suit to work.
A2,5,Clothes & Accessories,4,tie,noun,/ˈtaɪ/,cloth worn around the neck,He wears a blue tie.
A2,5,Clothes & Accessories,5,belt,noun,/ˈbɛlt/,worn around the waist,I need a new belt.
A2,5,Clothes & Accessories,6,sock,noun,/ˈsɑk/,worn on your foot inside shoes,I can't find my socks.
A2,5,Clothes & Accessories,7,uniform,noun,/ˈjunəˌfɔrm/,special clothes for work or school,Students wear uniforms.
A2,5,Clothes & Accessories,8,pocket,noun,/ˈpɑkət/,a small bag in clothes,Put it in your pocket.
A2,5,Clothes & Accessories,9,wallet,noun,/ˈwɔlɪt/,a small case for money,My wallet is in my pocket.
A2,5,Clothes & Accessories,10,purse,noun,/ˈpɜrs/,a bag for women,She carries a purse.
A2,5,Clothes & Accessories,11,handbag,noun,/ˈhændˌbæg/,a bag carried by hand,She bought a new handbag.
A2,5,Clothes & Accessories,12,backpack,noun,/ˈbækˌpæk/,a bag worn on the back,Students carry backpacks.
A2,5,Clothes & Accessories,13,ring,noun,/ˈrɪŋ/,jewelry worn on a finger,She wears a gold ring.
A2,5,Clothes & Accessories,14,jewelry,noun,/ˈdʒuəlri/,decorative items to wear,She loves gold jewelry.
A2,5,Clothes & Accessories,15,necklace,noun,/ˈnɛkləs/,jewelry worn around neck,She wears a pearl necklace.
A2,5,Clothes & Accessories,16,earring,noun,/ˈɪrɪŋ/,jewelry on your ear,She wears gold earrings.
A2,5,Clothes & Accessories,17,bracelet,noun,/ˈbreɪslət/,jewelry on your wrist,She wears a silver bracelet.
A2,5,Clothes & Accessories,18,raincoat,noun,/ˈreɪnˌkoʊt/,a coat for rain,Wear your raincoat.
A2,5,Clothes & Accessories,19,sweater,noun,/ˈswɛtɚ/,a warm top,"Wear a sweater, it is cold."
A2,5,Clothes & Accessories,20,scarf,noun,/ˈskɑrf/,worn around the neck,She wears a warm scarf.
A2,5,Clothes & Accessories,21,gloves,noun,/ˈglʌvz/,worn on hands,Wear gloves in winter.
A2,5,Clothes & Accessories,22,swimsuit,noun,/ˈswɪmˌsut/,worn for swimming,Pack your swimsuit.
A2,5,Clothes & Accessories,23,sunglasses,noun,/ˈsʌnˌglæsɪz/,glasses for the sun,Wear sunglasses outside.
A2,5,Clothes & Accessories,24,button,noun,/ˈbʌtən/,a small round thing on clothes,A button fell off my shirt.
A2,5,Clothes & Accessories,25,zipper,noun,/ˈzɪpɚ/,a fastener on clothes,The zipper is broken.
A2,5,Clothes & Accessories,26,cotton,noun,/ˈkɑtən/,a soft material,This shirt is cotton.
A2,5,Clothes & Accessories,27,leather,noun,/ˈlɛðɚ/,material from animal skin,I have leather shoes.
A2,5,Clothes & Accessories,28,silk,noun,/ˈsɪlk/,a soft shiny material,She wears a silk dress.
A2,5,Clothes & Accessories,29,wool,noun,/ˈwʊl/,material from sheep,This sweater is wool.
A2,5,Clothes & Accessories,30,fashion,noun,/ˈfæʃən/,popular style of clothes,She follows fashion.
A2,5,Clothes & Accessories,31,style,noun,/ˈstaɪl/,a way of looking,I like your style.
A2,5,Clothes & Accessories,32,fit,verb,/ˈfɪt/,to be the right size,Does this shirt fit?
A2,5,Clothes & Accessories,33,wear,verb,/ˈwɛr/,to have clothes on,I wear jeans every day.
A2,5,Clothes & Accessories,34,tight,adjective,/ˈtaɪt/,fitting closely,These pants are too tight.
A2,5,Clothes & Accessories,35,loose,adjective,/ˈlus/,not tight,I like loose shirts.
A2,6,Food & Drinks,1,taste,noun,/ˈteɪst/,the flavor of something,This soup has a good taste.
A2,6,Food & Drinks,2,sweet,adjective,/ˈswit/,containing sugar,This cake is too sweet.
A2,6,Food & Drinks,3,sour,adjective,/ˈsaʊɚ/,having an acid taste,This lemon is sour.
A2,6,Food & Drinks,4,spicy,adjective,/ˈspaɪsi/,having a strong hot flavor,This curry is very spicy.
A2,6,Food & Drinks,5,salty,adjective,/ˈsɔlti/,containing salt,The soup is too salty.
A2,6,Food & Drinks,6,bitter,adjective,/ˈbɪtɚ/,having a sharp unpleasant taste,This medicine is bitter.
A2,6,Food & Drinks,7,delicious,adjective,/dɪˈlɪʃəs/,tasting very good,This food is delicious!
A2,6,Food & Drinks,8,fresh,adjective,/ˈfrɛʃ/,recently made or picked,I love fresh bread.
A2,6,Food & Drinks,9,frozen,adjective,/ˈfroʊzən/,very cold and hard,We bought frozen pizza.
A2,6,Food & Drinks,10,pasta,noun,/ˈpɑstə/,Italian food made from flour,I love Italian pasta.
A2,6,Food & Drinks,11,cereal,noun,/ˈsɪriəl/,food eaten for breakfast,I eat cereal with milk.
A2,6,Food & Drinks,12,beef,noun,/ˈbif/,meat from a cow,I ordered beef steak.
A2,6,Food & Drinks,13,pork,noun,/ˈpɔrk/,meat from a pig,Do you eat pork?
A2,6,Food & Drinks,14,lamb,noun,/ˈlæm/,meat from a young sheep,Lamb is popular in this country.
A2,6,Food & Drinks,15,ham,noun,/ˈhæm/,meat from a pig leg,I had a ham sandwich.
A2,6,Food & Drinks,16,steak,noun,/ˈsteɪk/,a thick slice of meat,How would you like your steak?
A2,6,Food & Drinks,17,sausage,noun,/ˈsɔsɪdʒ/,meat in a tube shape,I had sausages for breakfast.
A2,6,Food & Drinks,18,seafood,noun,/ˈsiˌfud/,fish and shellfish to eat,This restaurant serves seafood.
A2,6,Food & Drinks,19,shrimp,noun,/ˈʃrɪmp/,a small sea creature to eat,I love fried shrimp.
A2,6,Food & Drinks,20,lemon,noun,/ˈlɛmən/,a sour yellow fruit,Add lemon to your tea.
A2,6,Food & Drinks,21,grape,noun,/ˈgreɪp/,a small round fruit,I bought some grapes.
A2,6,Food & Drinks,22,pear,noun,/ˈpɛr/,a sweet green fruit,The pear is ripe.
A2,6,Food & Drinks,23,melon,noun,/ˈmɛlən/,a large sweet fruit,Melon is refreshing.
A2,6,Food & Drinks,24,mushroom,noun,/ˈmʌʃˌrum/,a type of fungus to eat,I like mushroom soup.
A2,6,Food & Drinks,25,garlic,noun,/ˈgɑrlɪk/,a plant with strong smell,Add some garlic to the sauce.
A2,6,Food & Drinks,26,onion,noun,/ˈʌnjən/,a round vegetable with layers,Chop the onion.
A2,6,Food & Drinks,27,bean,noun,/ˈbin/,an edible seed,I like green beans.
A2,6,Food & Drinks,28,nut,noun,/ˈnʌt/,a hard-shelled seed,Nuts are healthy snacks.
A2,6,Food & Drinks,29,honey,noun,/ˈhʌni/,sweet liquid from bees,Add honey to your tea.
A2,6,Food & Drinks,30,jam,noun,/ˈdʒæm/,fruit spread,I like strawberry jam.
A2,6,Food & Drinks,31,snack,noun,/ˈsnæk/,a small meal,I need a snack.
A2,6,Food & Drinks,32,dessert,noun,/dɪˈzɜrt/,sweet food after a meal,What is for dessert?
A2,6,Food & Drinks,33,yogurt,noun,/ˈjoʊgɚt/,thick creamy food from milk,I eat yogurt for breakfast.
A2,6,Food & Drinks,34,juice,noun,/ˈdʒus/,liquid from fruit,I drink orange juice.
A2,6,Food & Drinks,35,lemonade,noun,/ˌlɛməˈneɪd/,a drink made with lemons,I made fresh lemonade.
A2,7,Cooking & Kitchen,1,cook,verb,/ˈkʊk/,to prepare food by heating,I cook dinner every day.
A2,7,Cooking & Kitchen,2,boil,verb,/ˈbɔɪl/,to heat water until it bubbles,Boil the water first.
A2,7,Cooking & Kitchen,3,fry,verb,/ˈfraɪ/,to cook in hot oil,Fry the eggs in butter.
A2,7,Cooking & Kitchen,4,roast,verb,/ˈroʊst/,to cook in an oven,Roast the chicken for an hour.
A2,7,Cooking & Kitchen,5,bake,verb,/ˈbeɪk/,to cook bread or cakes,I bake cookies on weekends.
A2,7,Cooking & Kitchen,6,grill,verb,/ˈgrɪl/,to cook over fire,Grill the fish outside.
A2,7,Cooking & Kitchen,7,mix,verb,/ˈmɪks/,to combine things together,Mix the flour and eggs.
A2,7,Cooking & Kitchen,8,chop,verb,/ˈtʃɑp/,to cut into pieces,Chop the vegetables.
A2,7,Cooking & Kitchen,9,slice,verb,/ˈslaɪs/,to cut into thin pieces,Slice the bread.
A2,7,Cooking & Kitchen,10,pour,verb,/ˈpɔr/,to make liquid flow,Pour the milk into the bowl.
A2,7,Cooking & Kitchen,11,stir,verb,/ˈstɜr/,to mix with a spoon,Stir the soup.
A2,7,Cooking & Kitchen,12,knife,noun,/ˈnaɪf/,a tool for cutting,Use a sharp knife.
A2,7,Cooking & Kitchen,13,fork,noun,/ˈfɔrk/,a tool for eating,Put the fork on the table.
A2,7,Cooking & Kitchen,14,spoon,noun,/ˈspun/,a tool for eating soup,Use a spoon for the soup.
A2,7,Cooking & Kitchen,15,plate,noun,/ˈpleɪt/,a flat dish for food,Put the food on the plate.
A2,7,Cooking & Kitchen,16,bowl,noun,/ˈboʊl/,a round deep dish,I need a bowl for cereal.
A2,7,Cooking & Kitchen,17,pan,noun,/ˈpæn/,a metal container for cooking,Heat the pan first.
A2,7,Cooking & Kitchen,18,pot,noun,/ˈpɑt/,a deep container for cooking,Put water in the pot.
A2,7,Cooking & Kitchen,19,oven,noun,/ˈʌvən/,a machine for baking,Preheat the oven.
A2,7,Cooking & Kitchen,20,stove,noun,/ˈstoʊv/,a machine for cooking,Turn on the stove.
A2,7,Cooking & Kitchen,21,fridge,noun,/ˈfrɪdʒ/,a machine to keep food cold,Put it in the fridge.
A2,7,Cooking & Kitchen,22,microwave,noun,/ˈmaɪkroʊˌweɪv/,a machine to heat food quickly,Heat it in the microwave.
A2,7,Cooking & Kitchen,23,recipe,noun,/ˈrɛsəpi/,instructions for cooking,Follow this recipe.
A2,7,Cooking & Kitchen,24,ingredient,noun,/ɪnˈgridiənt/,a food item used in cooking,What ingredients do we need?
A2,7,Cooking & Kitchen,25,meal,noun,/ˈmil/,food eaten at one time,Dinner is the main meal.
A2,7,Cooking & Kitchen,26,sauce,noun,/ˈsɔs/,liquid food to add flavor,Add tomato sauce.
A2,7,Cooking & Kitchen,27,oil,noun,/ˈɔɪl/,liquid fat for cooking,Add oil to the pan.
A2,7,Cooking & Kitchen,28,fried,adjective,/ˈfraɪd/,cooked in oil,I like fried chicken.
A2,7,Cooking & Kitchen,29,grilled,adjective,/ˈgrɪld/,cooked over fire,We had grilled fish.
A2,7,Cooking & Kitchen,30,raw,adjective,/ˈrɔ/,not cooked,Sushi uses raw fish.
A2,8,Home & Furniture,1,upstairs,adverb,/ʌpˈstɛrz/,on a higher floor,My bedroom is upstairs.
A2,8,Home & Furniture,2,downstairs,adverb,/daʊnˈstɛrz/,on a lower floor,The kitchen is downstairs.
A2,8,Home & Furniture,3,inside,adverb,/ɪnˈsaɪd/,in the inner part,Come inside the house.
A2,8,Home & Furniture,4,outside,adverb,/aʊtˈsaɪd/,not in a building,The kids are playing outside.
A2,8,Home & Furniture,5,furniture,noun,/ˈfɜrnɪtʃɚ/,"tables, chairs, beds, etc.",We need new furniture.
A2,8,Home & Furniture,6,armchair,noun,/ˈɑrmˌtʃɛr/,a comfortable chair with arms,He sat in the armchair.
A2,8,Home & Furniture,7,drawer,noun,/ˈdrɔr/,a sliding box in furniture,The keys are in the drawer.
A2,8,Home & Furniture,8,cupboard,noun,/ˈkʌbɚd/,a cabinet with doors,The cups are in the cupboard.
A2,8,Home & Furniture,9,shelf,noun,/ˈʃɛlf/,a flat surface for storage,Put the books on the shelf.
A2,8,Home & Furniture,10,pillow,noun,/ˈpɪloʊ/,soft support for your head,I need a soft pillow.
A2,8,Home & Furniture,11,blanket,noun,/ˈblæŋkət/,a warm cover for bed,I need an extra blanket.
A2,8,Home & Furniture,12,sheet,noun,/ˈʃit/,thin cloth for a bed,Change the bed sheets.
A2,8,Home & Furniture,13,towel,noun,/ˈtaʊəl/,cloth for drying,I need a clean towel.
A2,8,Home & Furniture,14,carpet,noun,/ˈkɑrpɪt/,thick floor covering,The carpet is soft.
A2,8,Home & Furniture,15,curtain,noun,/ˈkɜrtən/,cloth covering a window,Close the curtains.
A2,8,Home & Furniture,16,mirror,noun,/ˈmɪrɚ/,glass that shows your image,She looked in the mirror.
A2,8,Home & Furniture,17,roof,noun,/ˈruf/,the top of a building,The roof is red.
A2,8,Home & Furniture,18,ceiling,noun,/ˈsilɪŋ/,the top inside a room,The ceiling is white.
A2,8,Home & Furniture,19,stairs,noun,/ˈstɛrz/,steps between floors,Walk up the stairs.
A2,8,Home & Furniture,20,balcony,noun,/ˈbælkəni/,a platform outside a window,We sat on the balcony.
