level,topic_order,topic,temp_order,temp,pos,phonetic,definition,example
B1,1,Daily Life,22,bleach,noun,/ˈblitʃ/,chemical for whitening,Use bleach carefully.
B1,1,Daily Life,23,dishwasher,noun,/ˈdɪʃˌwɑʃɚ/,machine for washing dishes,Load the dishwasher.
B1,1,Daily Life,24,dryer,noun,/ˈdraɪɚ/,machine for drying clothes,Put clothes in the dryer.
B1,1,Daily Life,25,washer,noun,/ˈwɑʃɚ/,machine for washing clothes,The washer is running.
B1,1,Daily Life,26,trash,noun,/ˈtræʃ/,things to throw away,Take out the trash.
B1,1,Daily Life,27,garbage,noun,/ˈgɑrbɪdʒ/,waste material,Collect the garbage.
B1,1,Daily Life,28,recycling,noun,/riˈsaɪklɪŋ/,process of reusing materials,Put bottles in recycling.
B1,1,Daily Life,29,routine,noun,/ruˈtin/,regular way of doing things,I have a morning routine.
B1,1,Daily Life,30,schedule,noun,/ˈskɛdʒul/,plan of activities,Check your schedule.
B1,1,Daily Life,31,task,noun,/ˈtæsk/,piece of work to do,Complete the task.
B1,1,Daily Life,32,responsibility,noun,/rɪˌspɑnsəˈbɪləti/,something you must do,It is my responsibility.
B1,1,Daily Life,33,household,noun,/ˈhaʊsˌhoʊld/,people living together,The whole household helped.
B1,1,Daily Life,34,tidy,adjective,/ˈtaɪdi/,neat and organized,Keep your desk tidy.
B1,1,Daily Life,35,messy,adjective,/ˈmɛsi/,not neat or clean,The room is messy.
B1,1,Daily Life,36,spotless,adjective,/ˈspɑtləs/,perfectly clean,The kitchen is spotless.
B1,1,Daily Life,37,dusty,adjective,/ˈdʌsti/,covered with dust,The shelf is dusty.
B1,1,Daily Life,38,daily,adjective,/ˈdeɪli/,happening every day,Daily cleaning is important.
B1,1,Daily Life,39,weekly,adjective,/ˈwikli/,happening every week,Weekly shopping trip.
B1,1,Daily Life,40,regularly,adverb,/ˈrɛgjələrli/,at regular times,Clean regularly.
B1,2,Time & Schedules,1,generally,adverb,/ˈdʒɛnərəli/,usually; in most cases,I generally wake up early.
B1,2,Time & Schedules,2,eventually,adverb,/ɪˈvɛntʃuəli/,in the end; finally,He eventually found a job.
B1,2,Time & Schedules,3,currently,adverb,/ˈkɜrəntli/,at the present time,I am currently working.
B1,2,Time & Schedules,4,frequently,adverb,/ˈfrikwəntli/,often; many times,She frequently visits us.
B1,2,Time & Schedules,5,occasionally,adverb,/əˈkeɪʒənəli/,sometimes; not often,I occasionally eat out.
B1,2,Time & Schedules,6,previously,adverb,/ˈpriviəsli/,before now,I previously lived in Paris.
B1,2,Time & Schedules,7,recently,adverb,/ˈrisəntli/,not long ago,I recently started a new job.
B1,2,Time & Schedules,8,constantly,adverb,/ˈkɑnstəntli/,all the time,He is constantly busy.
B1,2,Time & Schedules,9,immediately,adverb,/ɪˈmidiətli/,at once,Please respond immediately.
B1,2,Time & Schedules,10,gradually,adverb,/ˈgrædʒuəli/,slowly over time,Things improved gradually.
B1,2,Time & Schedules,11,meanwhile,adverb,/ˈminˌwaɪl/,at the same time,"Meanwhile, I will wait."
B1,2,Time & Schedules,12,afterward,adverb,/ˈæftɚwɚd/,later,We talked afterward.
B1,2,Time & Schedules,13,current,adjective,/ˈkɜrənt/,happening now,Current events are discussed.
B1,2,Time & Schedules,14,previous,adjective,/ˈpriviəs/,coming before,The previous owner left.
B1,2,Time & Schedules,15,upcoming,adjective,/ˈʌpˌkʌmɪŋ/,happening soon,The upcoming event.
B1,2,Time & Schedules,16,recent,adjective,/ˈrisənt/,happening not long ago,A recent study showed.
B1,2,Time & Schedules,17,frequent,adjective,/ˈfrikwənt/,happening often,Frequent delays occur.
B1,2,Time & Schedules,18,rare,adjective,/ˈrɛr/,not happening often,A rare opportunity.
B1,2,Time & Schedules,19,immediate,adjective,/ɪˈmidiət/,happening at once,An immediate response.
B1,2,Time & Schedules,20,regular,adjective,/ˈrɛgjələr/,happening at fixed times,Regular meetings.
B1,2,Time & Schedules,21,annual,adjective,/ˈænjuəl/,happening once a year,Annual review.
B1,2,Time & Schedules,22,temporary,adjective,/ˈtɛmpəˌrɛri/,lasting a short time,Temporary solution.
B1,2,Time & Schedules,23,permanent,adjective,/ˈpɜrmənənt/,lasting forever,Permanent change.
B1,2,Time & Schedules,24,deadline,noun,/ˈdɛdˌlaɪn/,time by which something must be done,Meet the deadline.
B1,2,Time & Schedules,25,schedule,noun,/ˈskɛdʒul/,list of planned times,Check the schedule.
B1,2,Time & Schedules,26,appointment,noun,/əˈpɔɪntmənt/,arranged meeting,I have an appointment.
B1,2,Time & Schedules,27,occasion,noun,/əˈkeɪʒən/,particular time or event,A special occasion.
B1,2,Time & Schedules,28,decade,noun,/ˈdɛkeɪd/,period of ten years,In the past decade.
B1,2,Time & Schedules,29,era,noun,/ˈɪrə/,long period of history,A new era began.
B1,2,Time & Schedules,30,phase,noun,/ˈfeɪz/,stage in a process,The first phase.
B1,2,Time & Schedules,31,period,noun,/ˈpɪriəd/,length of time,A long period.
B1,2,Time & Schedules,32,delay,noun,/dɪˈleɪ/,time when something is late,There was a delay.
B1,2,Time & Schedules,33,duration,noun,/dʊˈreɪʃən/,length of time something lasts,For the duration.
B1,2,Time & Schedules,34,up-to-date,adjective,/ˌʌptəˈdeɪt/,having latest information,Keep records up-to-date.
B1,2,Time & Schedules,35,outdated,adjective,/ˌaʊtˈdeɪtɪd/,no longer current,Outdated technology.
B1,3,Numbers & Measurement,1,total,noun,/ˈtoʊtəl/,complete amount,The total is $50.
B1,3,Numbers & Measurement,2,approximately,adverb,/əˈprɑksɪmətli/,about; roughly,Approximately 100 people came.
B1,3,Numbers & Measurement,3,roughly,adverb,/ˈrʌfli/,about; not exactly,Roughly half agreed.
B1,3,Numbers & Measurement,4,exactly,adverb,/ɪgˈzæktli/,precisely,Exactly ten items.
B1,3,Numbers & Measurement,5,nearly,adverb,/ˈnɪrli/,almost,Nearly finished.
B1,3,Numbers & Measurement,6,slightly,adverb,/ˈslaɪtli/,a little bit,Slightly more than expected.
B1,3,Numbers & Measurement,7,significantly,adverb,/sɪgˈnɪfɪkəntli/,by a large amount,Sales increased significantly.
B1,3,Numbers & Measurement,8,percentage,noun,/pɚˈsɛntɪdʒ/,part of 100,What percentage passed?
B1,3,Numbers & Measurement,9,fraction,noun,/ˈfrækʃən/,part of a whole,A fraction of the cost.
B1,3,Numbers & Measurement,10,ratio,noun,/ˈreɪʃioʊ/,relationship between numbers,A ratio of 2 to 1.
B1,3,Numbers & Measurement,11,average,noun,/ˈævərɪdʒ/,typical amount,The average is 75.
B1,3,Numbers & Measurement,12,majority,noun,/məˈdʒɔrəti/,more than half,The majority voted yes.
B1,3,Numbers & Measurement,13,minority,noun,/maɪˈnɔrəti/,less than half,A minority disagreed.
B1,3,Numbers & Measurement,14,estimate,noun,/ˈɛstəmɪt/,rough calculation,Give me an estimate.
B1,3,Numbers & Measurement,15,calculation,noun,/ˌkælkjəˈleɪʃən/,working out a number,Check your calculation.
B1,3,Numbers & Measurement,16,measurement,noun,/ˈmɛʒɚmənt/,size or amount found,Take the measurement.
B1,3,Numbers & Measurement,17,length,noun,/ˈlɛŋkθ/,how long something is,The length is 5 meters.
B1,3,Numbers & Measurement,18,width,noun,/ˈwɪdθ/,how wide something is,The width is 3 meters.
B1,3,Numbers & Measurement,19,height,noun,/ˈhaɪt/,how tall something is,The height is 2 meters.
B1,3,Numbers & Measurement,20,depth,noun,/ˈdɛpθ/,how deep something is,The depth is 10 feet.
B1,3,Numbers & Measurement,21,distance,noun,/ˈdɪstəns/,how far away something is,The distance is 5 km.
B1,3,Numbers & Measurement,22,weight,noun,/ˈweɪt/,how heavy something is,Check the weight.
B1,3,Numbers & Measurement,23,volume,noun,/ˈvɑljum/,amount of space,Measure the volume.
B1,3,Numbers & Measurement,24,unit,noun,/ˈjunɪt/,standard amount,A unit of measurement.
B1,3,Numbers & Measurement,25,degree,noun,/dɪˈgri/,unit of temperature or angle,30 degrees Celsius.
B1,3,Numbers & Measurement,26,double,adjective,/ˈdʌbəl/,twice as much,Double the amount.
B1,3,Numbers & Measurement,27,triple,adjective,/ˈtrɪpəl/,three times as much,Triple the price.
B1,3,Numbers & Measurement,28,maximum,noun,/ˈmæksɪməm/,highest amount,The maximum is 100.
B1,3,Numbers & Measurement,29,minimum,noun,/ˈmɪnɪməm/,lowest amount,The minimum is 10.
B1,3,Numbers & Measurement,30,increase,noun,/ˈɪnkris/,rise in amount,An increase in sales.
B1,3,Numbers & Measurement,31,decrease,noun,/ˈdikris/,fall in amount,A decrease in cost.
B1,3,Numbers & Measurement,32,calculate,verb,/ˈkælkjəˌleɪt/,to work out a number,Calculate the total.
B1,3,Numbers & Measurement,33,measure,verb,/ˈmɛʒɚ/,to find the size,Measure the room.
B1,3,Numbers & Measurement,34,estimate,verb,/ˈɛstəˌmeɪt/,to guess approximately,Estimate the cost.
B1,3,Numbers & Measurement,35,compare,verb,/kəmˈpɛr/,to see differences,Compare the numbers.
B1,4,Family & Relationships,1,youth,noun,/ˈjuθ/,the time when you are young,He spent his youth traveling.
B1,4,Family & Relationships,2,childhood,noun,/ˈtʃaɪldˌhʊd/,time when you are a child,She had a happy childhood.
B1,4,Family & Relationships,3,adulthood,noun,/əˈdʌltˌhʊd/,time when you are an adult,He reached adulthood.
B1,4,Family & Relationships,4,adolescence,noun,/ˌædəˈlɛsəns/,teenage years,Adolescence is challenging.
B1,4,Family & Relationships,5,generation,noun,/ˌdʒɛnəˈreɪʃən/,people born at similar time,The younger generation.
B1,4,Family & Relationships,6,marriage,noun,/ˈmɛrɪdʒ/,being husband and wife,A happy marriage.
B1,4,Family & Relationships,7,divorce,noun,/dɪˈvɔrs/,end of a marriage,They got a divorce.
B1,4,Family & Relationships,8,engagement,noun,/ɪnˈgeɪdʒmənt/,promise to marry,They announced their engagement.
B1,4,Family & Relationships,9,relationship,noun,/rɪˈleɪʃənˌʃɪp/,connection between people,A good relationship.
B1,4,Family & Relationships,10,friendship,noun,/ˈfrɛndˌʃɪp/,being friends,Their friendship is strong.
B1,4,Family & Relationships,11,acquaintance,noun,/əˈkweɪntəns/,person you know slightly,She is an acquaintance.
B1,4,Family & Relationships,12,stranger,noun,/ˈstreɪndʒɚ/,person you dont know,Dont talk to strangers.
B1,4,Family & Relationships,13,fiancé,noun,/ˌfiɑnˈseɪ/,man engaged to marry,Her fiancé is kind.
B1,4,Family & Relationships,14,fiancée,noun,/ˌfiɑnˈseɪ/,woman engaged to marry,His fiancée is beautiful.
B1,4,Family & Relationships,15,bride,noun,/ˈbraɪd/,woman getting married,The bride wore white.
B1,4,Family & Relationships,16,groom,noun,/ˈgrum/,man getting married,The groom was nervous.
B1,4,Family & Relationships,17,bridesmaid,noun,/ˈbraɪdzˌmeɪd/,woman helping the bride,Her sister was bridesmaid.
B1,4,Family & Relationships,18,godmother,noun,/ˈgɑdˌmʌðɚ/,woman who sponsors a child,Her godmother gave her a gift.
B1,4,Family & Relationships,19,godfather,noun,/ˈgɑdˌfɑðɚ/,man who sponsors a child,His godfather is kind.
B1,4,Family & Relationships,20,guardian,noun,/ˈgɑrdiən/,person who cares for a child,Her aunt is her guardian.
B1,4,Family & Relationships,21,ancestor,noun,/ˈænˌsɛstɚ/,family member from long ago,My ancestors came from Europe.
B1,4,Family & Relationships,22,descendant,noun,/dɪˈsɛndənt/,persons children and grandchildren,Descendants of the founder.
B1,4,Family & Relationships,23,heir,noun,/ˈɛr/,person who inherits,The heir to the throne.
B1,4,Family & Relationships,24,widow,noun,/ˈwɪdoʊ/,woman whose husband died,She became a widow.
B1,4,Family & Relationships,25,widower,noun,/ˈwɪdoʊɚ/,man whose wife died,He is a widower.
B1,4,Family & Relationships,26,orphan,noun,/ˈɔrfən/,child without parents,She is an orphan.
B1,4,Family & Relationships,27,elderly,adjective,/ˈɛldɚli/,old in age,Elderly people need care.
B1,4,Family & Relationships,28,engaged,adjective,/ɪnˈgeɪdʒd/,promised to marry,They are engaged.
B1,4,Family & Relationships,29,divorced,adjective,/dɪˈvɔrst/,no longer married,They are divorced.
B1,4,Family & Relationships,30,widowed,adjective,/ˈwɪdoʊd/,spouse has died,She was widowed young.
B1,4,Family & Relationships,31,adopted,adjective,/əˈdɑptɪd/,taken as ones child,Their adopted son.
B1,4,Family & Relationships,32,related,adjective,/rɪˈleɪtɪd/,in the same family,We are related.
B1,4,Family & Relationships,33,reunite,verb,/ˌriuˈnaɪt/,bring together again,The family was reunited.
B1,4,Family & Relationships,34,socialize,verb,/ˈsoʊʃəˌlaɪz/,spend time with others,I like to socialize.
B1,4,Family & Relationships,35,inherit,verb,/ɪnˈhɛrɪt/,receive from someone who died,She inherited the house.
B1,4,Family & Relationships,36,adopt,verb,/əˈdɑpt/,take as ones child,They adopted a baby.
B1,4,Family & Relationships,37,raise,verb,/ˈreɪz/,bring up a child,She raised three children.
B1,4,Family & Relationships,38,care,verb,/ˈkɛr/,to look after,She cares for her parents.
B1,4,Family & Relationships,39,respect,verb,/rɪˈspɛkt/,to admire someone,I respect my elders.
B1,4,Family & Relationships,40,trust,verb,/ˈtrʌst/,to believe in someone,I trust my friends.
B1,5,Body & Appearance,1,throat,noun,/ˈθroʊt/,passage in neck,I have a sore throat.
B1,5,Body & Appearance,2,tongue,noun,/ˈtʌŋ/,organ in mouth,I burned my tongue.
B1,5,Body & Appearance,3,muscle,noun,/ˈmʌsəl/,body tissue for movement,He pulled a muscle.
B1,5,Body & Appearance,4,bone,noun,/ˈboʊn/,hard part of skeleton,He broke a bone.
B1,5,Body & Appearance,5,joint,noun,/ˈdʒɔɪnt/,where bones connect,My knee joint hurts.
B1,5,Body & Appearance,6,chest,noun,/ˈtʃɛst/,front of upper body,My chest hurts.
B1,5,Body & Appearance,7,waist,noun,/ˈweɪst/,middle part of body,She has a small waist.
B1,5,Body & Appearance,8,hip,noun,/ˈhɪp/,side of body below waist,He hurt his hip.
B1,5,Body & Appearance,9,forehead,noun,/ˈfɔrˌhɛd/,area above eyes,She wiped her forehead.
B1,5,Body & Appearance,10,chin,noun,/ˈtʃɪn/,bottom of face,He has a strong chin.
B1,5,Body & Appearance,11,cheek,noun,/ˈtʃik/,side of face,Her cheeks turned red.
B1,5,Body & Appearance,12,eyebrow,noun,/ˈaɪˌbraʊ/,hair above eye,She raised her eyebrow.
B1,5,Body & Appearance,13,eyelash,noun,/ˈaɪˌlæʃ/,hair on eyelid,She has long eyelashes.
B1,5,Body & Appearance,14,wrist,noun,/ˈrɪst/,joint between hand and arm,She hurt her wrist.
B1,5,Body & Appearance,15,ankle,noun,/ˈæŋkəl/,joint between foot and leg,I twisted my ankle.
B1,5,Body & Appearance,16,fist,noun,/ˈfɪst/,closed hand,He made a fist.
B1,5,Body & Appearance,17,palm,noun,/ˈpɑm/,inside of hand,She read my palm.
B1,5,Body & Appearance,18,heel,noun,/ˈhil/,back of foot,My heel hurts.
B1,5,Body & Appearance,19,toe,noun,/ˈtoʊ/,digit of foot,I stubbed my toe.
B1,5,Body & Appearance,20,skin,noun,/ˈskɪn/,outer covering of body,She has smooth skin.
B1,5,Body & Appearance,21,beard,noun,/ˈbɪrd/,hair on mans face,He grew a beard.
B1,5,Body & Appearance,22,moustache,noun,/məˈstæʃ/,hair above lip,He has a moustache.
B1,5,Body & Appearance,23,wrinkle,noun,/ˈrɪŋkəl/,line on old skin,She has wrinkles.
B1,5,Body & Appearance,24,scar,noun,/ˈskɑr/,mark from old wound,He has a scar.
B1,5,Body & Appearance,25,freckle,noun,/ˈfrɛkəl/,small brown spot on skin,She has freckles.
B1,5,Body & Appearance,26,appearance,noun,/əˈpɪrəns/,how someone looks,Her appearance changed.
B1,5,Body & Appearance,27,figure,noun,/ˈfɪgjɚ/,shape of body,She has a slim figure.
B1,5,Body & Appearance,28,height,noun,/ˈhaɪt/,how tall someone is,Average height.
B1,5,Body & Appearance,29,weight,noun,/ˈweɪt/,how heavy someone is,Healthy weight.
B1,5,Body & Appearance,30,complexion,noun,/kəmˈplɛkʃən/,skin color on face,A fair complexion.
B1,5,Body & Appearance,31,pale,adjective,/ˈpeɪl/,light colored,She looked pale.
B1,5,Body & Appearance,32,slim,adjective,/ˈslɪm/,thin in attractive way,A slim figure.
B1,5,Body & Appearance,33,overweight,adjective,/ˌoʊvɚˈweɪt/,weighing too much,He is overweight.
B1,5,Body & Appearance,34,handsome,adjective,/ˈhænsəm/,good looking man,He is handsome.
B1,5,Body & Appearance,35,attractive,adjective,/əˈtræktɪv/,good looking,She is attractive.
B1,5,Body & Appearance,36,ugly,adjective,/ˈʌgli/,not pleasant to look at,An ugly building.
B1,5,Body & Appearance,37,bald,adjective,/ˈbɔld/,having no hair,He went bald.
B1,5,Body & Appearance,38,muscular,adjective,/ˈmʌskjəlɚ/,having strong muscles,He is muscular.
B1,5,Body & Appearance,39,weigh,verb,/ˈweɪ/,to measure weight,How much do you weigh?
B1,5,Body & Appearance,40,resemble,verb,/rɪˈzɛmbəl/,to look like,She resembles her mother.
B1,6,Fashion & Clothing,1,collar,noun,/ˈkɑlɚ/,part around neck,Turn up your collar.
B1,6,Fashion & Clothing,2,sleeve,noun,/ˈsliv/,part covering arm,Roll up your sleeves.
B1,6,Fashion & Clothing,3,hem,noun,/ˈhɛm/,bottom edge of clothing,Shorten the hem.
B1,6,Fashion & Clothing,4,pocket,noun,/ˈpɑkɪt/,small bag in clothes,Hands in pockets.
B1,6,Fashion & Clothing,5,zipper,noun,/ˈzɪpɚ/,device to close clothes,The zipper is stuck.
B1,6,Fashion & Clothing,6,button,noun,/ˈbʌtən/,small disc to close clothes,A missing button.
B1,6,Fashion & Clothing,7,underwear,noun,/ˈʌndɚˌwɛr/,clothes worn under others,Pack extra underwear.
B1,6,Fashion & Clothing,8,fabric,noun,/ˈfæbrɪk/,material for clothes,Soft fabric.
B1,6,Fashion & Clothing,9,leather,noun,/ˈlɛðɚ/,material from animal skin,A leather jacket.
B1,6,Fashion & Clothing,10,cotton,noun,/ˈkɑtən/,natural plant material,Cotton shirt.
B1,6,Fashion & Clothing,11,wool,noun,/ˈwʊl/,material from sheep,A wool sweater.
B1,6,Fashion & Clothing,12,silk,noun,/ˈsɪlk/,smooth shiny material,A silk dress.
B1,6,Fashion & Clothing,13,linen,noun,/ˈlɪnən/,light natural fabric,Linen suit.
B1,6,Fashion & Clothing,14,denim,noun,/ˈdɛnɪm/,blue jean material,A denim jacket.
B1,6,Fashion & Clothing,15,polyester,noun,/ˌpɑliˈɛstɚ/,synthetic material,Polyester shirts.
B1,6,Fashion & Clothing,16,pattern,noun,/ˈpætɚn/,design on fabric,A nice pattern.
B1,6,Fashion & Clothing,17,style,noun,/ˈstaɪl/,way of dressing,Her style is unique.
B1,6,Fashion & Clothing,18,outfit,noun,/ˈaʊtˌfɪt/,set of clothes,A nice outfit.
B1,6,Fashion & Clothing,19,wardrobe,noun,/ˈwɔrˌdroʊb/,all clothes you own,Update your wardrobe.
B1,6,Fashion & Clothing,20,accessory,noun,/ækˈsɛsəri/,extra item like belt or bag,Fashion accessories.
B1,6,Fashion & Clothing,21,costume,noun,/ˈkɑstum/,special outfit,Halloween costume.
B1,6,Fashion & Clothing,22,uniform,noun,/ˈjunəˌfɔrm/,same clothes for all,School uniform.
B1,6,Fashion & Clothing,23,striped,adjective,/ˈstraɪpt/,having lines,A striped shirt.
B1,6,Fashion & Clothing,24,plain,adjective,/ˈpleɪn/,without pattern,Plain colors.
B1,6,Fashion & Clothing,25,patterned,adjective,/ˈpætɚnd/,having a design,A patterned dress.
B1,6,Fashion & Clothing,26,casual,adjective,/ˈkæʒuəl/,informal style,Casual clothes.
B1,6,Fashion & Clothing,27,formal,adjective,/ˈfɔrməl/,for special occasions,Formal dress.
B1,6,Fashion & Clothing,28,fashionable,adjective,/ˈfæʃənəbəl/,in current style,Very fashionable.
B1,6,Fashion & Clothing,29,old-fashioned,adjective,/ˌoʊldˈfæʃənd/,out of style,Old-fashioned clothes.
B1,6,Fashion & Clothing,30,trendy,adjective,/ˈtrɛndi/,very fashionable now,Trendy designs.
B1,6,Fashion & Clothing,31,loose,adjective,/ˈlus/,not tight,Loose fitting.
B1,6,Fashion & Clothing,32,tight,adjective,/ˈtaɪt/,fitting closely,Too tight.
B1,6,Fashion & Clothing,33,fit,verb,/ˈfɪt/,to be the right size,It fits perfectly.
B1,6,Fashion & Clothing,34,match,verb,/ˈmætʃ/,to go well together,The colors match.
B1,6,Fashion & Clothing,35,suit,verb,/ˈsut/,to look good on,That color suits you.
B1,7,Food & Cooking,1,ingredient,noun,/ɪnˈgridiənt/,component of a recipe,List all ingredients.
B1,7,Food & Cooking,2,recipe,noun,/ˈrɛsəpi/,instructions for cooking,Follow the recipe.
B1,7,Food & Cooking,3,portion,noun,/ˈpɔrʃən/,amount of food for one,A small portion.
B1,7,Food & Cooking,4,serving,noun,/ˈsɜrvɪŋ/,amount of food,One serving only.
B1,7,Food & Cooking,5,course,noun,/ˈkɔrs/,part of a meal,The main course.
B1,7,Food & Cooking,6,appetizer,noun,/ˈæpɪˌtaɪzɚ/,starter dish,Order an appetizer.
B1,7,Food & Cooking,7,dessert,noun,/dɪˈzɜrt/,sweet dish at end,Dessert is ready.
B1,7,Food & Cooking,8,flavor,noun,/ˈfleɪvɚ/,taste of food,Vanilla flavor.
B1,7,Food & Cooking,9,texture,noun,/ˈtɛkstʃɚ/,how food feels,Smooth texture.
B1,7,Food & Cooking,10,broth,noun,/ˈbrɔθ/,liquid from cooking meat,Chicken broth.
B1,7,Food & Cooking,11,sauce,noun,/ˈsɔs/,liquid for food,Tomato sauce.
B1,7,Food & Cooking,12,dressing,noun,/ˈdrɛsɪŋ/,sauce for salad,Salad dressing.
B1,7,Food & Cooking,13,seasoning,noun,/ˈsizənɪŋ/,spices added to food,Add seasoning.
B1,7,Food & Cooking,14,spice,noun,/ˈspaɪs/,flavoring from plants,Use fresh spices.
B1,7,Food & Cooking,15,herb,noun,/ˈɜrb/,plant used for flavor,Fresh herbs.
B1,7,Food & Cooking,16,flour,noun,/ˈflaʊɚ/,powder from grain,Add flour.
B1,7,Food & Cooking,17,dough,noun,/ˈdoʊ/,mixture for bread,Knead the dough.
B1,7,Food & Cooking,18,batter,noun,/ˈbætɚ/,liquid mixture,Pancake batter.
B1,7,Food & Cooking,19,vegetarian,noun,/ˌvɛdʒəˈtɛriən/,person not eating meat,She is vegetarian.
B1,7,Food & Cooking,20,vegan,noun,/ˈvigən/,person eating no animal products,He is vegan.
B1,7,Food & Cooking,21,chef,noun,/ˈʃɛf/,professional cook,Famous chef.
B1,7,Food & Cooking,22,pan,noun,/ˈpæn/,flat cooking container,A frying pan.
B1,7,Food & Cooking,23,pot,noun,/ˈpɑt/,deep cooking container,A large pot.
B1,7,Food & Cooking,24,oven,noun,/ˈʌvən/,for baking food,Preheat the oven.
B1,7,Food & Cooking,25,fry,verb,/ˈfraɪ/,cook in hot oil,Fry the eggs.
B1,7,Food & Cooking,26,bake,verb,/ˈbeɪk/,cook in oven,Bake the cake.
B1,7,Food & Cooking,27,boil,verb,/ˈbɔɪl/,cook in hot water,Boil the pasta.
B1,7,Food & Cooking,28,grill,verb,/ˈgrɪl/,cook on direct heat,Grill the meat.
B1,7,Food & Cooking,29,roast,verb,/ˈroʊst/,cook in oven with fat,Roast the chicken.
B1,7,Food & Cooking,30,steam,verb,/ˈstim/,cook with steam,Steam the vegetables.
B1,7,Food & Cooking,31,stir,verb,/ˈstɜr/,mix with spoon,Stir the soup.
B1,7,Food & Cooking,32,chop,verb,/ˈtʃɑp/,cut into pieces,Chop the onions.
B1,7,Food & Cooking,33,slice,verb,/ˈslaɪs/,cut into thin pieces,Slice the bread.
B1,7,Food & Cooking,34,peel,verb,/ˈpil/,remove skin,Peel the potato.
B1,7,Food & Cooking,35,melt,verb,/ˈmɛlt/,make liquid by heat,Melt the butter.
B1,7,Food & Cooking,36,pour,verb,/ˈpɔr/,make liquid flow,Pour the milk.
B1,7,Food & Cooking,37,spicy,adjective,/ˈspaɪsi/,with strong flavor,Spicy food.
B1,7,Food & Cooking,38,salty,adjective,/ˈsɔlti/,tasting of salt,Too salty.
B1,7,Food & Cooking,39,bitter,adjective,/ˈbɪtɚ/,sharp unpleasant taste,Bitter coffee.
B1,7,Food & Cooking,40,raw,adjective,/ˈrɔ/,not cooked,Raw vegetables.
B1,8,Home & Furniture,1,ceiling,noun,/ˈsilɪŋ/,top surface of room,High ceiling.
B1,8,Home & Furniture,2,floor,noun,/ˈflɔr/,bottom surface of room,Wooden floor.
B1,8,Home & Furniture,3,wall,noun,/ˈwɔl/,side of room,Paint the wall.
B1,8,Home & Furniture,4,doorway,noun,/ˈdɔrˌweɪ/,opening for a door,Stand in the doorway.
B1,8,Home & Furniture,5,hallway,noun,/ˈhɔlˌweɪ/,corridor in house,Long hallway.
B1,8,Home & Furniture,6,staircase,noun,/ˈstɛrˌkeɪs/,set of stairs,Spiral staircase.
B1,8,Home & Furniture,7,balcony,noun,/ˈbælkəni/,platform outside window,Sit on the balcony.
B1,8,Home & Furniture,8,basement,noun,/ˈbeɪsmənt/,room below ground,Store things in basement.
B1,8,Home & Furniture,9,attic,noun,/ˈætɪk/,room under roof,Old things in attic.
B1,8,Home & Furniture,10,shelf,noun,/ˈʃɛlf/,board for items,Put it on the shelf.
B1,8,Home & Furniture,11,drawer,noun,/ˈdrɔɚ/,sliding storage box,Open the drawer.
B1,8,Home & Furniture,12,closet,noun,/ˈklɑzɪt/,small storage room,Walk-in closet.
B1,8,Home & Furniture,13,wardrobe,noun,/ˈwɔrˌdroʊb/,large clothes cabinet,Hang in wardrobe.
