level,topic_order,topic,temp_order,temp,pos,phonetic,definition,example
A1,1,Greetings and Introductions,20,first name,noun,/ˈfɝst ˌneɪm/,a personal name given at birth,My first name is David.
A1,1,Greetings and Introductions,21,last name,noun,/ˈlæst ˌneɪm/,the name shared by members of a family,What is your last name?
A1,1,Greetings and Introductions,22,meet,verb,/ˈmit/,to come together with someone,Nice to meet you!
A1,1,Greetings and Introductions,23,introduce,verb,/ˌɪntrəˈdus/,to present someone to another person,Let me introduce my friend.
A1,1,Greetings and Introductions,24,speak,verb,/ˈspik/,to say words using your voice,Do you speak English?
A1,1,Greetings and Introductions,25,nice,adjective,/ˈnaɪs/,pleasant or agreeable,It is nice to meet you.
A1,2,"Numbers, Dates and Time",1,one,number,/ˈwʌn/,the smallest whole number,I have one apple
A1,2,"Numbers, Dates and Time",2,two,number,/ˈtu/,the cardinal number that is the sum of one and one,I have two sisters
A1,2,"Numbers, Dates and Time",3,three,number,/ˈθri/,the cardinal number that is the sum of two and one,There are three cats in the garden
A1,2,"Numbers, Dates and Time",4,four,number,/ˈfɔr/,the cardinal number that is the sum of three and one,There are four seasons in a year
A1,2,"Numbers, Dates and Time",5,five,number,/ˈfaɪv/,the cardinal number that is the sum of four and one,I have five fingers on each hand
A1,2,"Numbers, Dates and Time",6,six,number,/ˈsɪks/,the cardinal number that is the sum of five and one,There are six eggs in the box
A1,2,"Numbers, Dates and Time",7,seven,number,/ˈsɛvən/,the cardinal number that is the sum of six and one,There are seven days in a week
A1,2,"Numbers, Dates and Time",8,eight,number,/ˈeɪt/,the cardinal number that is the sum of seven and one,I have eight books on my shelf
A1,2,"Numbers, Dates and Time",9,nine,number,/ˈnaɪn/,the cardinal number that is the sum of eight and one,The shop opens at nine o'clock
A1,2,"Numbers, Dates and Time",10,ten,number,/ˈtɛn/,the cardinal number that is the sum of nine and one,I have ten fingers
A1,2,"Numbers, Dates and Time",11,eleven,number,/ɪˈlɛvən/,the cardinal number that is the sum of ten and one,There are eleven players on a football team
A1,2,"Numbers, Dates and Time",12,twelve,number,/ˈtwɛlv/,the cardinal number that is the sum of eleven and one,There are twelve months in a year
A1,2,"Numbers, Dates and Time",13,twenty,number,/ˈtwɛnti/,the cardinal number that is the product of ten and two,She is twenty years old
A1,2,"Numbers, Dates and Time",14,fifty,number,/ˈfɪfti/,the cardinal number that is the product of ten and five,The ticket costs fifty dollars
A1,2,"Numbers, Dates and Time",15,hundred,number,/ˈhʌndrəd/,ten 10s,There are one hundred students in our school
A1,2,"Numbers, Dates and Time",16,thousand,number,/ˈθaʊzənd/,the number that is represented as a one followed by 3 zeros,A thousand people came to the concert
A1,2,"Numbers, Dates and Time",17,first,ordinal number,/ˈfɝst/,the first or highest in an ordering or series,He finished in first place
A1,2,"Numbers, Dates and Time",18,second,ordinal number,/ˈsɛkənd/,following the first in order,She came in second place
A1,2,"Numbers, Dates and Time",19,third,ordinal number,/ˈθɝd/,following the second position; number three in a countable series,He lives on the third floor
A1,2,"Numbers, Dates and Time",20,fourth,ordinal number,/ˈfɔrθ/,following the third position; number four in a countable series,She lives on the fourth floor
A1,2,"Numbers, Dates and Time",21,fifth,ordinal number,/ˈfɪfθ/,following the fourth position; number five in a countable series,He finished in fifth place
A1,2,"Numbers, Dates and Time",22,minute,noun,/ˈmɪnət/,a unit of time equal to 60 seconds,The train leaves in five minutes
A1,2,"Numbers, Dates and Time",23,hour,noun,/ˈaʊɚ/,a period of time equal to 1/24th of a day,The job will take more than an hour
A1,2,"Numbers, Dates and Time",24,day,noun,/ˈdeɪ/,time for Earth to make a complete rotation on its axis,Two days later they left
A1,2,"Numbers, Dates and Time",25,week,noun,/ˈwik/,a period of seven consecutive days,I work five days a week
A1,2,"Numbers, Dates and Time",26,month,noun,/ˈmʌnθ/,one of the twelve divisions of the calendar year,He paid the bill last month
A1,2,"Numbers, Dates and Time",27,year,noun,/ˈjɪr/,a period of time containing 365 or 366 days,She is 25 years old
A1,2,"Numbers, Dates and Time",28,morning,noun,/ˈmɔrnɪŋ/,the time from midnight to noon,I wake up early in the morning
A1,2,"Numbers, Dates and Time",29,afternoon,noun,/ˌæftɚˈnun/,the part of the day between noon and evening,He spent a quiet afternoon in the park
A1,2,"Numbers, Dates and Time",30,evening,noun,/ˈivnɪŋ/,the latter part of the day from late afternoon until nightfall,He enjoyed the evening light across the lake
A1,2,"Numbers, Dates and Time",31,midnight,noun,/ˈmɪˌdnaɪt/,12 o'clock at night; the middle of the night,The movie ended at midnight
A1,2,"Numbers, Dates and Time",32,Monday,noun,/ˈmʌndi/,the second day of the week; the first working day,I start work on Monday
A1,2,"Numbers, Dates and Time",33,Tuesday,noun,/ˈtuzdi/,the third day of the week; the second working day,We have a meeting on Tuesday
A1,2,"Numbers, Dates and Time",34,Wednesday,noun,/ˈwɛnzdi/,the fourth day of the week; the third working day,Wednesday is the middle of the week
A1,2,"Numbers, Dates and Time",35,Thursday,noun,/ˈθɝzdi/,the fifth day of the week; the fourth working day,The show is on Thursday night
A1,2,"Numbers, Dates and Time",36,Friday,noun,/ˈfraɪdi/,the sixth day of the week; the fifth working day,We go to the movies on Friday
A1,2,"Numbers, Dates and Time",37,Saturday,noun,/ˈsætɚdi/,the seventh day of the week; the first day of the weekend,We go shopping on Saturday
A1,2,"Numbers, Dates and Time",38,Sunday,noun,/ˈsʌndi/,the first day of the week; a day of rest and worship,We visit grandma on Sunday
A1,2,"Numbers, Dates and Time",39,January,noun,/ˈdʒænjuˌɛri/,the first month of the year,The new year starts in January
A1,2,"Numbers, Dates and Time",40,February,noun,/ˈfɛbjuˌɛri/,the second month of the year,Valentine's Day is in February
A1,2,"Numbers, Dates and Time",41,March,noun,/ˈmɑrtʃ/,the third month of the year,Spring begins in March
A1,2,"Numbers, Dates and Time",42,April,noun,/ˈeɪprəl/,the fourth month of the year,My birthday is in April
A1,2,"Numbers, Dates and Time",43,May,noun,/ˈmeɪ/,the fifth month of the year,Flowers bloom in May
A1,2,"Numbers, Dates and Time",44,June,noun,/ˈdʒun/,the sixth month of the year,School ends in June
A1,2,"Numbers, Dates and Time",45,July,noun,/ˌdʒuˈlaɪ/,the seventh month of the year,We have summer vacation in July
A1,2,"Numbers, Dates and Time",46,August,noun,/ˈɑgəst/,the eighth month of the year,We go on vacation in August
A1,2,"Numbers, Dates and Time",47,September,noun,/sɛpˈtɛmbɚ/,the ninth month of the year,School starts in September
A1,2,"Numbers, Dates and Time",48,October,noun,/ɑkˈtoʊbɚ/,the tenth month of the year,Halloween is in October
A1,2,"Numbers, Dates and Time",49,November,noun,/noʊˈvɛmbɚ/,the eleventh month of the year,Thanksgiving is in November
A1,2,"Numbers, Dates and Time",50,December,noun,/dɪˈsɛmbɚ/,the twelfth and last month of the year,Christmas is in December
A1,2,"Numbers, Dates and Time",52,date,noun,/ˈdeɪt/,the specified day of the month,What is the date today?
A1,2,"Numbers, Dates and Time",53,today,adverb,/təˈdeɪ/,on this present day,I am busy today
A1,2,"Numbers, Dates and Time",54,tomorrow,adverb,/təˈmɔroʊ/,the day after today,I will call you tomorrow
A1,2,"Numbers, Dates and Time",55,early,adjective,/ˈɝli/,at or near the beginning of a period of time,I wake up early in the morning
A1,2,"Numbers, Dates and Time",56,late,adjective,/ˈleɪt/,being or occurring at an advanced period of time,The bus is late today
A1,3,Colors and Shapes,1,red,adjective,/ˈrɛd/,the color of blood or fire,She has a red car.
A1,3,Colors and Shapes,2,blue,adjective,/ˈblu/,the color of the sky on a clear day,The sky is blue today.
A1,3,Colors and Shapes,3,green,adjective,/ˈgrin/,the color of grass and leaves,The grass is green.
A1,3,Colors and Shapes,4,yellow,adjective,/ˈjɛloʊ/,the color of the sun or a banana,The taxi is yellow.
A1,3,Colors and Shapes,5,white,adjective,/ˈwaɪt/,the color of snow or milk,She wears a white dress.
A1,3,Colors and Shapes,6,black,adjective,/ˈblæk/,"the darkest color, the color of night",He has a black cat.
A1,3,Colors and Shapes,7,orange,adjective,/ˈɔrəndʒ/,the color between red and yellow,I like orange juice.
A1,3,Colors and Shapes,8,pink,adjective,/ˈpɪŋk/,a light red color,She wears a pink dress.
A1,3,Colors and Shapes,9,brown,adjective,/ˈbraʊn/,the color of wood or chocolate,He has brown eyes.
A1,3,Colors and Shapes,10,purple,adjective,/ˈpɝpəl/,the color between red and blue,She painted the room purple.
A1,3,Colors and Shapes,11,grey,adjective,/ˈgreɪ/,the color between black and white,The cat is grey.
A1,3,Colors and Shapes,12,color,noun,/ˈkʌlɚ/,the appearance of things caused by light,What color is your car?
A1,3,Colors and Shapes,13,dark,adjective,/ˈdɑrk/,having little or no light,I like dark blue.
A1,3,Colors and Shapes,14,light,adjective,/ˈlaɪt/,not dark; pale,She has light brown hair.
A1,3,Colors and Shapes,15,shape,noun,/ˈʃeɪp/,the form of something,What shape is this?
A1,3,Colors and Shapes,16,circle,noun,/ˈsɝkəl/,a round shape like the letter O,Draw a circle on the paper.
A1,3,Colors and Shapes,17,square,noun,/ˈskwɛr/,a shape with four equal sides,The box is a square.
A1,3,Colors and Shapes,18,triangle,noun,/ˈtraɪˌæŋgəl/,a shape with three sides,A triangle has three corners.
A1,3,Colors and Shapes,19,rectangle,noun,/ˈrɛkˌtæŋgəl/,a shape with four sides and four right angles,The door is a rectangle.
A1,3,Colors and Shapes,20,round,adjective,/ˈraʊnd/,shaped like a circle or ball,The ball is round.
A1,4,Family and Friends,1,mother,noun,/ˈmʌðɚ/,a female parent,My mother is a teacher.
A1,4,Family and Friends,2,father,noun,/ˈfɑðɚ/,a male parent,My father works at a bank.
A1,4,Family and Friends,3,parent,noun,/ˈpɛrənt/,a father or mother,My parents live in the city.
A1,4,Family and Friends,4,brother,noun,/ˈbrʌðɚ/,a male sibling,I have one brother.
A1,4,Family and Friends,5,sister,noun,/ˈsɪstɚ/,a female sibling,My sister is older than me.
A1,4,Family and Friends,6,baby,noun,/ˈbeɪbi/,a very young child,The baby is sleeping.
A1,4,Family and Friends,7,child,noun,/ˈtʃaɪld/,a young person,She has one child.
A1,4,Family and Friends,8,son,noun,/ˈsʌn/,a male child,Their son is ten years old.
A1,4,Family and Friends,9,daughter,noun,/ˈdɔtɚ/,a female child,Her daughter goes to school.
A1,4,Family and Friends,10,family,noun,/ˈfæməli/,a group of parents and children living together,I love my family.
A1,4,Family and Friends,11,grandparent,noun,/ˈgræˌndpɛrənt/,the parent of your parent,I visit my grandparents every Sunday.
A1,4,Family and Friends,12,grandmother,noun,/ˈgræˌndmʌðɚ/,the mother of your parent,My grandmother makes delicious cookies.
A1,4,Family and Friends,13,grandfather,noun,/ˈgræˌndfɑðɚ/,the father of your parent,My grandfather is 80 years old.
A1,4,Family and Friends,14,aunt,noun,/ˈænt/,the sister of your parent,My aunt lives in Canada.
A1,4,Family and Friends,15,uncle,noun,/ˈʌŋkəl/,the brother of your parent,My uncle lives in London.
A1,4,Family and Friends,16,cousin,noun,/ˈkʌzən/,the child of your aunt or uncle,My cousin lives in New York.
A1,4,Family and Friends,17,boy,noun,/ˈbɔɪ/,a male child or young man,The boy is playing football.
A1,4,Family and Friends,18,girl,noun,/ˈgɝl/,a female child or young woman,The girl is reading a book.
A1,4,Family and Friends,19,man,noun,/ˈmæn/,an adult male person,That man is my teacher.
A1,4,Family and Friends,20,woman,noun,/ˈwʊmən/,an adult female person,That woman is a doctor.
A1,4,Family and Friends,21,person,noun,/ˈpɝsən/,a human being,She is a nice person.
A1,4,Family and Friends,22,people,noun,/ˈpipəl/,more than one person,Many people live here.
A1,4,Family and Friends,23,friend,noun,/ˈfrɛnd/,a person you like and trust,She is my best friend.
A1,4,Family and Friends,24,boyfriend,noun,/ˈbɔɪˌfrɛnd/,a male romantic partner,Her boyfriend is very kind.
A1,4,Family and Friends,25,girlfriend,noun,/ˈgɝlˌfrɛnd/,a female romantic partner,His girlfriend is a student.
A1,4,Family and Friends,26,husband,noun,/ˈhʌzbənd/,a married man,Her husband works at a bank.
A1,4,Family and Friends,27,wife,noun,/ˈwaɪf/,a married woman,His wife is a doctor.
A1,4,Family and Friends,28,married,adjective,/ˈmɛrid/,having a husband or wife,They are married.
A1,5,Body & Health,1,head,noun,/ˈhɛd/,the top part of your body,I have a headache.
A1,5,Body & Health,2,face,noun,/ˈfeɪs/,the front of your head,She washed her face.
A1,5,Body & Health,3,eye,noun,/ˈaɪ/,the part of your body that you see with,She has blue eyes.
A1,5,Body & Health,4,ear,noun,/ˈɪr/,the part of your body that you hear with,I have a pain in my ear.
A1,5,Body & Health,5,nose,noun,/ˈnoʊz/,the part of your face that you smell with,He has a cold in his nose.
A1,5,Body & Health,6,mouth,noun,/ˈmaʊθ/,the part of your face that you eat and speak with,Open your mouth please.
A1,5,Body & Health,7,tooth,noun,/ˈtuθ/,one of the hard white things in your mouth,I brush my teeth twice a day.
A1,5,Body & Health,8,hair,noun,/ˈhɛr/,the thin threads that grow on your head,She has long brown hair.
A1,5,Body & Health,9,neck,noun,/ˈnɛk/,the part between your head and shoulders,He wears a tie around his neck.
A1,5,Body & Health,10,arm,noun,/ˈɑrm/,the part of your body from shoulder to hand,She broke her arm.
A1,5,Body & Health,11,hand,noun,/ˈhænd/,the part at the end of your arm,Wash your hands please.
A1,5,Body & Health,12,finger,noun,/ˈfɪŋgɚ/,one of the five parts at the end of your hand,I have five fingers on each hand.
A1,5,Body & Health,13,body,noun,/ˈbɑdi/,all of a person or animal,Exercise is good for your body.
A1,5,Body & Health,14,back,noun,/ˈbæk/,the part of your body behind you,My back hurts.
A1,5,Body & Health,15,stomach,noun,/ˈstʌmək/,the front part of your body below your chest,I have a stomach ache.
A1,5,Body & Health,16,leg,noun,/ˈlɛg/,the part of your body from hip to foot,He hurt his leg.
A1,5,Body & Health,17,foot,noun,/ˈfʊt/,the part at the end of your leg,I wear shoes on my feet.
A1,5,Body & Health,18,health,noun,/ˈhɛlθ/,the condition of your body,Good health is important.
A1,5,Body & Health,19,healthy,adjective,/ˈhɛlθi/,not sick; in good condition,Eat vegetables to stay healthy.
A1,5,Body & Health,20,sick,adjective,/ˈsɪk/,not well; ill,I feel sick today.
A1,5,Body & Health,21,well,adjective,/ˈwɛl/,in good health,I hope you get well soon.
A1,5,Body & Health,22,hurt,verb,/ˈhɝt/,to feel pain,My head hurts.
A1,6,Clothes and Accessories,1,shirt,noun,/ˈʃɝt/,a piece of clothing for the upper body,He wears a white shirt.
A1,6,Clothes and Accessories,2,T-shirt,noun,/ˈtiˌʃɝt/,a casual shirt with short sleeves,He wears a T-shirt in summer.
A1,6,Clothes and Accessories,3,blouse,noun,/ˈblaʊs/,a shirt for women,She wore a white blouse.
A1,6,Clothes and Accessories,4,sweater,noun,/ˈswɛtɚ/,a warm knitted piece of clothing,"Wear a sweater, it is cold."
A1,6,Clothes and Accessories,5,jacket,noun,/ˈdʒækət/,a short coat,Wear a jacket outside.
A1,6,Clothes and Accessories,6,coat,noun,/ˈkoʊt/,a long piece of clothing worn outdoors,Put on your coat.
A1,6,Clothes and Accessories,7,trousers,noun,/ˈtraʊzɚz/,a piece of clothing that covers the legs,He wears black trousers.
A1,6,Clothes and Accessories,8,jeans,noun,/ˈdʒinz/,trousers made of denim,I wear jeans to school.
A1,6,Clothes and Accessories,9,shorts,noun,/ˈʃɔrts/,short trousers that end above the knee,I wear shorts in summer.
A1,6,Clothes and Accessories,10,skirt,noun,/ˈskɝt/,a piece of clothing for women that hangs from the waist,She wears a long skirt.
A1,6,Clothes and Accessories,11,dress,noun,/ˈdrɛs/,a one-piece garment for women,She wore a beautiful dress.
A1,6,Clothes and Accessories,12,shoe,noun,/ˈʃu/,a covering for your foot,I need new shoes.
A1,6,Clothes and Accessories,13,boot,noun,/ˈbut/,a shoe that covers the foot and ankle,She wears boots in winter.
A1,6,Clothes and Accessories,14,socks,noun,/ˈsɑks/,soft covering for the foot worn inside shoes,I wear white socks.
A1,6,Clothes and Accessories,15,hat,noun,/ˈhæt/,a covering for your head,She wears a hat in the sun.
A1,6,Clothes and Accessories,16,bag,noun,/ˈbæg/,a container for carrying things,She carries a red bag.
A1,6,Clothes and Accessories,17,glasses,noun,/ˈglæsəz/,two lenses in a frame worn to help you see,I need glasses to read.
A1,6,Clothes and Accessories,18,watch,noun,/ˈwɑtʃ/,a small clock worn on your wrist,I check my watch for the time.
A1,6,Clothes and Accessories,19,umbrella,noun,/əmˈbrɛlə/,something you hold over your head when it rains,"Take an umbrella, it might rain."
A1,6,Clothes and Accessories,20,clothes,noun,/ˈkloʊðz/,things you wear on your body,I buy new clothes every month.
A1,6,Clothes and Accessories,21,wear,verb,/ˈwɛr/,to have clothes on your body,She wears a blue dress.
A1,7,Food and Drink,1,water,noun,/ˈwɔtɚ/,a clear liquid that you drink,I drink water every day.
A1,7,Food and Drink,2,milk,noun,/ˈmɪlk/,a white liquid from cows,I drink milk every morning.
A1,7,Food and Drink,3,juice,noun,/ˈdʒus/,a drink made from fruit,I drink orange juice.
A1,7,Food and Drink,4,tea,noun,/ˈti/,a hot drink made from leaves,Would you like some tea?
A1,7,Food and Drink,5,coffee,noun,/ˈkɑfi/,a hot brown drink,He drinks coffee in the morning.
A1,7,Food and Drink,6,drink,verb,/ˈdrɪŋk/,to take liquid into your mouth,I drink water every day.
A1,7,Food and Drink,7,eat,verb,/ˈit/,to put food in your mouth,I eat breakfast at 7 AM.
A1,7,Food and Drink,8,food,noun,/ˈfud/,things that you eat,I love Italian food.
A1,7,Food and Drink,9,bread,noun,/ˈbrɛd/,a food made from flour,I eat bread for breakfast.
A1,7,Food and Drink,10,rice,noun,/ˈraɪs/,small white grains used as food,I eat rice with vegetables.
A1,7,Food and Drink,11,egg,noun,/ˈɛg/,a food that comes from chickens,I eat eggs for breakfast.
A1,7,Food and Drink,12,meat,noun,/ˈmit/,food from animals,I eat meat for dinner.
A1,7,Food and Drink,13,fish,noun,/ˈfɪʃ/,an animal that lives in water,I like to eat fish.
A1,7,Food and Drink,14,chicken,noun,/ˈtʃɪkən/,a bird used for food,We had chicken for dinner.
A1,7,Food and Drink,15,fruit,noun,/ˈfrut/,sweet food from plants like apples,I eat fruit every day.
A1,7,Food and Drink,16,apple,noun,/ˈæpəl/,a round red or green fruit,She ate a red apple.
A1,7,Food and Drink,17,banana,noun,/bəˈnænə/,a long yellow fruit,I eat a banana for breakfast.
A1,7,Food and Drink,18,carrot,noun,/ˈkærət/,an orange vegetable,Rabbits like to eat carrots.
A1,7,Food and Drink,19,potato,noun,/pəˈteɪtoʊ/,a brown vegetable that grows underground,I like fried potatoes.
A1,7,Food and Drink,20,onion,noun,/ˈʌnjən/,a round vegetable with a strong smell,I add onions to the salad.
A1,7,Food and Drink,21,cheese,noun,/ˈtʃiz/,a food made from milk,I like cheese on my pizza.
A1,7,Food and Drink,22,butter,noun,/ˈbʌtɚ/,a yellow food made from milk,Put some butter on the bread.
A1,7,Food and Drink,23,sugar,noun,/ˈʃʊgɚ/,a sweet white substance,Do you want sugar in your tea?
A1,7,Food and Drink,24,salt,noun,/ˈsɔlt/,a white substance used to add taste,Please pass the salt.
A1,7,Food and Drink,25,chocolate,noun,/ˈtʃɔklət/,a sweet brown food,I love chocolate.
A1,7,Food and Drink,26,cake,noun,/ˈkeɪk/,a sweet food made for special occasions,We have cake on birthdays.
A1,7,Food and Drink,27,ice cream,noun,/ˈaɪs ˌkrim/,a cold sweet food,I love vanilla ice cream.
A1,7,Food and Drink,28,breakfast,noun,/ˈbrɛkfəst/,the first meal of the day,I eat breakfast at 7 AM.
A1,7,Food and Drink,29,lunch,noun,/ˈlʌntʃ/,a meal in the middle of the day,I eat lunch at noon.
A1,7,Food and Drink,30,dinner,noun,/ˈdɪnɚ/,the main meal in the evening,Dinner is at 7 PM.
A1,7,Food and Drink,31,meal,noun,/ˈmil/,food that you eat at one time,Dinner is my favorite meal.
A1,7,Food and Drink,32,menu,noun,/ˈmɛnju/,a list of food in a restaurant,Can I see the menu please?
A1,7,Food and Drink,33,cup,noun,/ˈkʌp/,a small container for drinks,I drink tea from a cup.
A1,7,Food and Drink,34,glass,noun,/ˈglæs/,a container for cold drinks,Can I have a glass of water?
A1,7,Food and Drink,35,bottle,noun,/ˈbɑtəl/,a container for liquids,I bought a bottle of water.
A1,7,Food and Drink,36,dish,noun,/ˈdɪʃ/,a plate for food,Put the food on the dish.
A1,7,Food and Drink,37,hungry,adjective,/ˈhʌŋgri/,wanting to eat food,I am hungry.
A1,7,Food and Drink,38,delicious,adjective,/dɪˈlɪʃəs/,very good to eat,This food is delicious!
A1,8,Daily Routine,1,wake,verb,/ˈweɪk/,to stop sleeping,I wake up at 7 AM.
A1,8,Daily Routine,2,get up,verb,/ˈgɛt ˌʌp/,to get out of bed,I get up early every day.
A1,8,Daily Routine,3,go,verb,/ˈgoʊ/,to move from one place to another,I go to school at 8 AM.
A1,8,Daily Routine,4,come,verb,/ˈkʌm/,to move toward a place,Please come here.
A1,8,Daily Routine,5,work,verb,/ˈwɝk/,to do a job,I work from 9 to 5.
A1,8,Daily Routine,6,start,verb,/ˈstɑrt/,to begin doing something,School starts at 8 AM.
A1,8,Daily Routine,7,finish,verb,/ˈfɪnɪʃ/,to complete something,I finish work at 5 PM.
A1,8,Daily Routine,8,sleep,verb,/ˈslip/,to rest with your eyes closed,I sleep 8 hours every night.
A1,8,Daily Routine,9,live,verb,/ˈlɪv/,to have your home in a place,I live in London.
A1,8,Daily Routine,10,spend,verb,/ˈspɛnd/,to use time doing something,I spend time with my family.
A1,8,Daily Routine,11,begin,verb,/bɪˈgɪn/,to start,The class begins at 9 AM.
A1,8,Daily Routine,12,clean,verb,/ˈklin/,to make something not dirty,I clean my room every week.
A1,8,Daily Routine,13,relax,verb,/rɪˈlæks/,to rest and feel calm,I relax on the weekend.
A1,8,Daily Routine,14,arrive,verb,/əˈraɪv/,to reach a place,I arrive at work at 9 AM.
A1,8,Daily Routine,15,always,adverb,/ˈɔlˌweɪz/,at all times,I always eat breakfast.
A1,8,Daily Routine,16,usually,adverb,/ˈjuʒəwəli/,most of the time,I usually wake up early.
A1,8,Daily Routine,17,often,adverb,/ˈɔfən/,many times,We often go to the park.
A1,8,Daily Routine,18,sometimes,adverb,/ˈsʌmˌtaɪmz/,on some occasions,Sometimes I walk to work.
A1,8,Daily Routine,19,never,adverb,/ˈnɛvɚ/,not at any time,I never drink coffee.
A1,8,Daily Routine,20,every,determiner,/ˈɛvɚi/,each one,I go to school every day.
A1,8,Daily Routine,21,weekend,noun,/ˈwiˌkɛnd/,Saturday and Sunday,I relax on the weekend.
A1,9,Home & Kitchen,1,home,noun,/ˈhoʊm/,the place where you live,I go home after work.
A1,9,Home & Kitchen,2,house,noun,/ˈhaʊs/,a building where people live,They have a big house.
A1,9,Home & Kitchen,3,apartment,noun,/əˈpɑrtmənt/,a set of rooms in a building,They live in an apartment.
A1,9,Home & Kitchen,4,room,noun,/ˈrum/,a space in a building with walls,This room is very big.
A1,9,Home & Kitchen,5,door,noun,/ˈdɔr/,something you open to enter a room,Please close the door.
A1,9,Home & Kitchen,6,window,noun,/ˈwɪndoʊ/,an opening in a wall with glass,Open the window please.
A1,9,Home & Kitchen,7,wall,noun,/ˈwɔl/,the side of a room,There is a picture on the wall.
A1,9,Home & Kitchen,8,floor,noun,/ˈflɔr/,the surface you walk on in a room,The floor is clean.
A1,9,Home & Kitchen,9,bedroom,noun,/ˈbɛdˌrum/,a room for sleeping,My bedroom is upstairs.
A1,9,Home & Kitchen,10,bathroom,noun,/ˈbæθˌrum/,a room with a toilet and shower,The bathroom is upstairs.
A1,9,Home & Kitchen,11,kitchen,noun,/ˈkɪtʃən/,a room for cooking,She cooks in the kitchen.
A1,9,Home & Kitchen,12,living room,noun,/ˈlɪvɪŋ ˌrum/,a room for relaxing and watching TV,We watch TV in the living room.
A1,9,Home & Kitchen,13,dining room,noun,/ˈdaɪnɪŋ ˌrum/,a room for eating meals,We eat dinner in the dining room.
A1,9,Home & Kitchen,14,garden,noun,/ˈgɑrdən/,an area with plants and flowers,We have a beautiful garden.
A1,9,Home & Kitchen,15,bed,noun,/ˈbɛd/,a piece of furniture for sleeping,I sleep in my bed.
A1,9,Home & Kitchen,16,table,noun,/ˈteɪbəl/,a piece of furniture with a flat top,Put the book on the table.
A1,9,Home & Kitchen,17,chair,noun,/ˈtʃɛr/,a seat for one person,Please sit on the chair.
A1,9,Home & Kitchen,18,desk,noun,/ˈdɛsk/,a table for working or studying,I do homework at my desk.
A1,9,Home & Kitchen,19,sofa,noun,/ˈsoʊfə/,a long soft seat for more than one person,We sit on the sofa.
A1,9,Home & Kitchen,20,lamp,noun,/ˈlæmp/,a device that gives light,Turn on the lamp please.
A1,9,Home & Kitchen,21,bath,noun,/ˈbæθ/,a container for washing your body,I take a bath every night.
A1,9,Home & Kitchen,22,shower,noun,/ˈʃaʊɚ/,a device that sprays water for washing,I take a shower every morning.
A1,9,Home & Kitchen,23,toilet,noun,/ˈtɔɪlət/,a bowl for human waste,Where is the toilet?
A1,9,Home & Kitchen,24,closet,noun,/ˈklɑzət/,a small space for storing clothes,Hang your coat in the closet.
A1,10,Describing People & Feelings,1,big,adjective,/ˈbɪg/,large in size,They have a big house.
A1,10,Describing People & Feelings,2,small,adjective,/ˈsmɔl/,little in size,This room is too small.
A1,10,Describing People & Feelings,3,tall,adjective,/ˈtɔl/,having a great height,He is very tall.
A1,10,Describing People & Feelings,4,short,adjective,/ˈʃɔrt/,having a small height,My sister is short.
A1,10,Describing People & Feelings,5,old,adjective,/ˈoʊld/,having lived for many years,My grandfather is old.
