level,topic_order,topic,temp_order,temp,pos,phonetic,definition,example
C1,5,Body Language & Expression,13,demeanor,noun,/dɪˈminɚ/,outward manner,Her calm demeanor impressed us.
C1,5,Body Language & Expression,14,bearing,noun,/ˈbɛrɪŋ/,manner of carrying oneself,He had a dignified bearing.
C1,5,Body Language & Expression,15,composure,noun,/kəmˈpoʊʒɚ/,calmness,She maintained her composure.
C1,5,Body Language & Expression,16,fidget,verb,/ˈfɪdʒɪt/,move restlessly,Stop fidgeting in your seat.
C1,5,Body Language & Expression,17,squint,verb,/ˈskwɪnt/,narrow eyes,He squinted in the sunlight.
C1,5,Body Language & Expression,18,grimace,verb,/ˈgrɪməs/,facial contortion,She grimaced in pain.
C1,5,Body Language & Expression,19,clench,verb,/ˈklɛntʃ/,close tightly,He clenched his fists.
C1,5,Body Language & Expression,20,slouch,verb,/ˈslaʊtʃ/,sit lazily,Do not slouch at your desk.
C1,5,Body Language & Expression,21,tense,adjective,/ˈtɛns/,stiff,His shoulders were tense.
C1,5,Body Language & Expression,22,attentive,adjective,/əˈtɛntɪv/,paying attention,The audience was attentive.
C1,5,Body Language & Expression,23,expressive,adjective,/ɪkˈsprɛsɪv/,showing emotion,Her face is very expressive.
C1,5,Body Language & Expression,24,impassive,adjective,/ɪmˈpæsɪv/,showing no emotion,His face remained impassive.
C1,5,Body Language & Expression,25,animated,adjective,/ˈænɪˌmeɪtɪd/,lively,An animated conversation followed.
C1,6,Clothing & Accessories,1,garment,noun,/ˈgɑrmənt/,piece of clothing,The garment was finely made.
C1,6,Clothing & Accessories,2,attire,noun,/əˈtaɪɚ/,clothing,Formal attire is required.
C1,6,Clothing & Accessories,3,apparel,noun,/əˈpærəl/,clothing,Sports apparel is popular.
C1,6,Clothing & Accessories,4,wardrobe,noun,/ˈwɔrˌdroʊb/,clothes collection,Her wardrobe was extensive.
C1,6,Clothing & Accessories,5,footwear,noun,/ˈfʊˌtwɛr/,shoes,Proper footwear is required.
C1,6,Clothing & Accessories,6,accessory,noun,/ækˈsɛsəri/,extra item,The bag was a fashion accessory.
C1,6,Clothing & Accessories,7,fabric,noun,/ˈfæbrɪk/,cloth material,The fabric is soft and durable.
C1,6,Clothing & Accessories,8,textile,noun,/ˈtɛkˌstaɪl/,woven material,The textile industry is large.
C1,6,Clothing & Accessories,9,linen,noun,/ˈlɪnən/,fabric type,Linen is great for summer.
C1,6,Clothing & Accessories,10,velvet,noun,/ˈvɛlvɪt/,soft fabric,The velvet curtains were elegant.
C1,6,Clothing & Accessories,11,seam,noun,/ˈsim/,joining line,The seam came undone.
C1,6,Clothing & Accessories,12,hem,noun,/ˈhɛm/,edge of cloth,The hem needs adjusting.
C1,6,Clothing & Accessories,13,collar,noun,/ˈkɑlɚ/,neck part,Straighten your collar.
C1,6,Clothing & Accessories,14,cuff,noun,/ˈkʌf/,sleeve end,The cuffs were too long.
C1,6,Clothing & Accessories,15,tailor,noun,/ˈteɪlɚ/,clothes maker,The tailor altered the suit.
C1,6,Clothing & Accessories,16,seamstress,noun,/ˈsiməstrəs/,woman who sews,The seamstress repaired the dress.
C1,6,Clothing & Accessories,17,tailored,adjective,/ˈteɪlɚd/,custom-fitted,A tailored suit fits perfectly.
C1,6,Clothing & Accessories,18,stylish,adjective,/ˈstaɪlɪʃ/,fashionable,She always looks stylish.
C1,6,Clothing & Accessories,19,elegant,adjective,/ˈɛləgənt/,refined,An elegant gown was worn.
C1,6,Clothing & Accessories,20,casual,adjective,/ˈkæʒuəl/,informal,Casual dress is allowed.
C1,6,Clothing & Accessories,21,tailor,verb,/ˈteɪlɚ/,make to fit,Tailor the message to the audience.
C1,6,Clothing & Accessories,22,embroider,verb,/ɪmˈbrɔɪdɚ/,decorate with stitching,She embroidered the cushion.
C1,6,Clothing & Accessories,23,stitch,verb,/ˈstɪtʃ/,sew,Stitch the torn fabric together.
C1,6,Clothing & Accessories,24,accessorize,verb,/ækˈsɛsəˌraɪz/,add accessories,Accessorize with a scarf.
C1,6,Clothing & Accessories,25,don,verb,/ˈdɑn/,put on,She donned her coat and left.
C1,7,Cooking & Nutrition,1,stir,verb,/ˈstɝ/,mix by moving,Stir the soup gently.
C1,7,Cooking & Nutrition,2,soak,verb,/ˈsoʊk/,immerse in liquid,Soak the beans overnight.
C1,7,Cooking & Nutrition,3,blend,verb,/ˈblɛnd/,mix together,Blend the ingredients smoothly.
C1,7,Cooking & Nutrition,4,simmer,verb,/ˈsɪmɚ/,cook below boiling,Let the sauce simmer for an hour.
C1,7,Cooking & Nutrition,5,marinate,verb,/ˈmærɪˌneɪt/,soak in seasoning,Marinate the chicken overnight.
C1,7,Cooking & Nutrition,6,sauté,verb,/sɔˈteɪ/,fry quickly,Sauté the vegetables in butter.
C1,7,Cooking & Nutrition,7,feast,noun,/ˈfist/,elaborate meal,The feast was magnificent.
C1,7,Cooking & Nutrition,8,pastry,noun,/ˈpeɪstri/,baked goods,Fresh pastry from the bakery.
C1,7,Cooking & Nutrition,9,beverage,noun,/ˈbɛvɚɪdʒ/,drink,What beverage would you like?
C1,7,Cooking & Nutrition,10,cuisine,noun,/kwɪˈzin/,cooking style,Italian cuisine is popular.
C1,7,Cooking & Nutrition,11,dietary,adjective,/ˈdaɪəˌtɛri/,relating to diet,Dietary restrictions apply.
C1,7,Cooking & Nutrition,12,gourmet,adjective,/ˈgʊɹˌmeɪ/,high quality food,A gourmet restaurant opened.
C1,7,Cooking & Nutrition,13,appetizer,noun,/ˈæpəˌtaɪzɚ/,starter dish,We ordered appetizers first.
C1,7,Cooking & Nutrition,14,cater,verb,/ˈkeɪtɚ/,provide food service,They cater for weddings.
C1,7,Cooking & Nutrition,15,appetite,noun,/ˈæpəˌtaɪt/,desire for food,She has a healthy appetite.
C1,7,Cooking & Nutrition,16,intake,noun,/ˈɪˌnteɪk/,amount consumed,Monitor your calorie intake.
C1,7,Cooking & Nutrition,17,calorie,noun,/ˈkælɚi/,energy unit,Count your calories carefully.
C1,7,Cooking & Nutrition,18,fiber,noun,/ˈfaɪbɚ/,dietary roughage,Fiber aids digestion.
C1,7,Cooking & Nutrition,19,digestion,noun,/daɪˈdʒɛstʃən/,food processing,Good digestion is essential.
C1,7,Cooking & Nutrition,20,nutritious,adjective,/nuˈtrɪʃəs/,nourishing,Eat nutritious foods daily.
C1,7,Cooking & Nutrition,21,nutritional,adjective,/nuˈtrɪʃənəl/,of nutrition,Check nutritional information.
C1,7,Cooking & Nutrition,22,protein,noun,/ˈproʊˌtin/,nutrient type,Protein builds muscle.
C1,7,Cooking & Nutrition,23,carbohydrate,noun,/ˌkɑrboʊˈhaɪˌdreɪt/,energy nutrient,Carbohydrates provide energy.
C1,7,Cooking & Nutrition,24,supplement,noun,/ˈsʌpləmənt/,additional nutrient,Take vitamin supplements.
C1,7,Cooking & Nutrition,25,metabolism,noun,/məˈtæbəˌlɪzəm/,body process,A fast metabolism helps.
C1,7,Cooking & Nutrition,26,obese,adjective,/oʊˈbis/,very overweight,Obesity is a health risk.
C1,7,Cooking & Nutrition,27,wholesome,adjective,/ˈhoʊlsəm/,health-promoting,Wholesome food is best.
C1,7,Cooking & Nutrition,28,palatable,adjective,/ˈpælətəbəl/,pleasant to taste,The meal was palatable.
C1,7,Cooking & Nutrition,29,savory,adjective,/ˈseɪvɚi/,salty/spicy flavor,A savory dish was served.
C1,7,Cooking & Nutrition,30,delicacy,noun,/ˈdɛlɪkəsi/,special food,Caviar is a delicacy.
C1,8,Housing & Living,1,dwelling,noun,/ˈdwɛlɪŋ/,home,They built a modest dwelling.
C1,8,Housing & Living,2,residence,noun,/ˈrɛzɪdəns/,home,Her residence is downtown.
C1,8,Housing & Living,3,tenant,noun,/ˈtɛnənt/,renter,The tenant pays rent monthly.
C1,8,Housing & Living,4,landlord,noun,/ˈlæˌndlɔrd/,property owner,The landlord raised the rent.
C1,8,Housing & Living,5,occupant,noun,/ˈɑkjəpənt/,resident,The occupant fled the fire.
C1,8,Housing & Living,6,rental,noun,/ˈrɛntəl/,rented property,The rental was affordable.
C1,8,Housing & Living,7,lease,noun,/ˈlis/,rental contract,Sign the lease agreement.
C1,8,Housing & Living,8,mortgage,noun,/ˈmɔrgɪdʒ/,home loan,They paid off the mortgage.
C1,8,Housing & Living,9,renovation,noun,/ˌrɛnəˈveɪʃən/,restoration,The renovation took months.
C1,8,Housing & Living,10,refurbishment,noun,/riˈfɜrbɪʃmənt/,update,The refurbishment was extensive.
C1,8,Housing & Living,11,maintenance,noun,/ˈmeɪntənəns/,upkeep,Regular maintenance is needed.
C1,8,Housing & Living,12,layout,noun,/ˈleɪˌaʊt/,arrangement,The layout is efficient.
C1,8,Housing & Living,13,clutter,noun,/ˈklʌtɚ/,mess,Clear the clutter from your desk.
C1,8,Housing & Living,14,residential,adjective,/ˌrɛzɪˈdɛntʃəl/,for living,A residential neighborhood.
C1,8,Housing & Living,15,suburban,adjective,/səˈbɝbən/,outer city,Suburban life is quieter.
C1,8,Housing & Living,16,spacious,adjective,/ˈspeɪʃəs/,roomy,A spacious apartment.
C1,8,Housing & Living,17,furnished,adjective,/ˈfɝnɪʃt/,with furniture,A furnished apartment for rent.
C1,8,Housing & Living,18,cozy,adjective,/ˈkoʊzi/,warm and comfortable,A cozy living room.
C1,8,Housing & Living,19,reside,verb,/rɪˈzaɪd/,live,They reside in the suburbs.
C1,8,Housing & Living,20,relocate,verb,/riˈloʊkeɪt/,move,The company will relocate.
C1,8,Housing & Living,21,renovate,verb,/ˈrɛnəˌveɪt/,restore,They renovated the kitchen.
C1,8,Housing & Living,22,refurbish,verb,/riˈfɜrbɪʃ/,update,Refurbish the old furniture.
C1,8,Housing & Living,23,decorate,verb,/ˈdɛkəˌreɪt/,adorn,Decorate the room tastefully.
C1,8,Housing & Living,24,furnish,verb,/ˈfɜrnɪʃ/,equip,Furnish the apartment.
C1,8,Housing & Living,25,accommodate,verb,/əˈkɑməˌdeɪt/,provide space,The hotel accommodates 200 guests.
C1,8,Housing & Living,26,evict,verb,/ɪˈvɪkt/,force out,The landlord evicted the tenant.
C1,8,Housing & Living,27,upholstery,noun,/əˈpoʊlstɚi/,fabric covering,Clean the upholstery regularly.
C1,8,Housing & Living,28,amenity,noun,/əˈmɛnɪti/,facility,The building has many amenities.
C1,8,Housing & Living,29,premises,noun,/ˈprɛməsəz/,property,No smoking on the premises.
C1,8,Housing & Living,30,congestion,noun,/kəˈndʒɛstʃən/,overcrowding,Traffic congestion is severe.
C1,8,Housing & Living,31,aesthetic,adjective,/ɛsˈθɛtɪk/,artistic,Aesthetic appeal matters.
C1,8,Housing & Living,32,minimalist,adjective,/ˈmɪnɪməlɪst/,simple design,A minimalist style is popular.
C1,8,Housing & Living,33,ornamental,adjective,/ˌɔrnəˈmɛntəl/,decorative,Ornamental plants adorn the garden.
C1,8,Housing & Living,34,metropolitan,adjective,/ˌmɛtrəˈpɑlɪtən/,of a city,A metropolitan area.
C1,8,Housing & Living,35,rustic,adjective,/ˈrʌstɪk/,country style,A rustic cabin in the woods.
C1,9,Daily Life & Routines,1,ritual,noun,/ˈrɪtʃuəl/,regular practice,Morning coffee is a ritual.
C1,9,Daily Life & Routines,2,routine,noun,/ruˈtin/,regular procedure,Follow a daily routine.
C1,9,Daily Life & Routines,3,schedule,noun,/ˈskɛdʒul/,timetable,Check your schedule.
C1,9,Daily Life & Routines,4,regimen,noun,/ˈrɛdʒɪmən/,systematic plan,A strict exercise regimen.
C1,9,Daily Life & Routines,5,habit,noun,/ˈhæbɪt/,regular behavior,Breaking bad habits is hard.
C1,9,Daily Life & Routines,6,customary,adjective,/ˈkʌstəˌmɛri/,usual,A customary handshake.
C1,9,Daily Life & Routines,7,habitual,adjective,/həˈbɪtʃuəl/,done regularly,Habitual exercise is beneficial.
C1,9,Daily Life & Routines,8,accustomed,adjective,/əˈkʌstəmd/,used to,She is accustomed to early mornings.
C1,9,Daily Life & Routines,9,monotonous,adjective,/məˈnɑtənəs/,repetitive,A monotonous job.
C1,9,Daily Life & Routines,10,sporadic,adjective,/spɚˈædɪk/,irregular,Sporadic attendance is noted.
C1,9,Daily Life & Routines,11,consistency,noun,/kəˈnsɪstənsi/,regularity,Consistency is key to success.
C1,9,Daily Life & Routines,12,monotony,noun,/məˈnɑtəni/,lack of variety,The monotony was exhausting.
C1,9,Daily Life & Routines,13,nap,noun,/ˈnæp/,short sleep,A quick nap refreshes you.
C1,9,Daily Life & Routines,14,fatigue,noun,/fəˈtig/,tiredness,Fatigue set in after hours of work.
C1,9,Daily Life & Routines,15,restful,adjective,/ˈrɛstfəl/,peaceful,A restful night of sleep.
C1,9,Daily Life & Routines,16,lethargic,adjective,/ləˈθɑrdʒɪk/,sluggish,Feeling lethargic today.
C1,9,Daily Life & Routines,17,nocturnal,adjective,/nɑkˈtɜrnəl/,active at night,Nocturnal animals hunt at night.
C1,9,Daily Life & Routines,18,tireless,adjective,/ˈtaɪɚləs/,untiring,A tireless worker.
C1,9,Daily Life & Routines,19,continual,adjective,/kəˈntɪnjuəl/,frequent,Continual interruptions annoyed him.
C1,9,Daily Life & Routines,20,beforehand,adverb,/bɪˈfɔˌrhænd/,in advance,Prepare beforehand.
C1,9,Daily Life & Routines,21,punctual,adjective,/ˈpʌŋktʃuəl/,on time,Be punctual for meetings.
C1,9,Daily Life & Routines,22,intermittent,adjective,/ˌɪntɚˈmɪtənt/,occasional,Intermittent rain is expected.
C1,9,Daily Life & Routines,23,streamline,verb,/ˈstrimˌlaɪn/,make efficient,Streamline the process.
