level,topic_order,topic,temp_order,temp,pos,phonetic,definition,example
B2,4,Human Anatomy,27,digest,verb,/daɪˈdʒɛst/,process food,Digest food.
B2,4,Human Anatomy,28,inhale,verb,/ɪnˈheɪl/,breathe in,Inhale deeply.
B2,4,Human Anatomy,29,exhale,verb,/ɪkˈsheɪl/,breathe out,Exhale slowly.
B2,4,Human Anatomy,30,function,verb,/ˈfʌŋkʃən/,work,Organs function.
B2,5,Personal Appearance,1,appearance,noun,/əˈpɪrəns/,how one looks,Physical appearance.
B2,5,Personal Appearance,2,complexion,noun,/kəmˈplɛkʃən/,skin color/quality,Clear complexion.
B2,5,Personal Appearance,3,physique,noun,/fɪˈzik/,body build,Athletic physique.
B2,5,Personal Appearance,4,posture,noun,/ˈpɑstʃɚ/,body position,Good posture.
B2,5,Personal Appearance,5,feature,noun,/ˈfitʃɚ/,face part,Facial features.
B2,5,Personal Appearance,6,wrinkle,noun,/ˈrɪŋkəl/,skin fold,Face wrinkles.
B2,5,Personal Appearance,7,scar,noun,/ˈskɑr/,skin mark,Small scar.
B2,5,Personal Appearance,8,freckle,noun,/ˈfrɛkəl/,skin spot,Face freckles.
B2,5,Personal Appearance,9,attractive,adjective,/əˈtræktɪv/,good-looking,Very attractive.
B2,5,Personal Appearance,10,slim,adjective,/ˈslɪm/,thin,Slim figure.
B2,5,Personal Appearance,11,muscular,adjective,/ˈmʌskjəlɚ/,strong-looking,Muscular build.
B2,5,Personal Appearance,12,pale,adjective,/ˈpeɪl/,light-colored,Pale skin.
B2,5,Personal Appearance,13,tanned,adjective,/ˈtænd/,sun-darkened,Tanned skin.
B2,5,Personal Appearance,14,neat,adjective,/ˈnit/,tidy,Neat appearance.
B2,5,Personal Appearance,15,scruffy,adjective,/ˈskrʌfi/,messy,Scruffy look.
B2,5,Personal Appearance,16,youthful,adjective,/ˈjuθfəl/,young-looking,Youthful appearance.
B2,5,Personal Appearance,17,groom,verb,/ˈgrum/,make neat,Groom yourself.
B2,5,Personal Appearance,18,age,verb,/ˈeɪdʒ/,grow older,Age gracefully.
B2,5,Personal Appearance,19,resemble,verb,/rɪˈzɛmbəl/,look like,Resemble someone.
B2,5,Personal Appearance,20,enhance,verb,/ɛnˈhæns/,improve,Enhance appearance.
B2,6,Clothing,1,garment,noun,/ˈgɑrmənt/,piece of clothing,Fine garments.
B2,6,Clothing,2,fabric,noun,/ˈfæbrɪk/,cloth material,Soft fabric.
B2,6,Clothing,3,textile,noun,/ˈtɛkstaɪl/,woven material,Textile industry.
B2,6,Clothing,4,outfit,noun,/ˈaʊtfɪt/,set of clothes,Stylish outfit.
B2,6,Clothing,5,attire,noun,/əˈtaɪɚ/,clothing,Formal attire.
B2,6,Clothing,6,wardrobe,noun,/ˈwɔrˌdroʊb/,clothes collection,Update wardrobe.
B2,6,Clothing,7,sleeve,noun,/ˈsliv/,arm cover,Long sleeves.
B2,6,Clothing,8,collar,noun,/ˈkɑlɚ/,neck part,Shirt collar.
B2,6,Clothing,9,hem,noun,/ˈhɛm/,edge of cloth,Shorten the hem.
B2,6,Clothing,10,casual,adjective,/ˈkæʒuəl/,informal,Casual wear.
B2,6,Clothing,11,formal,adjective,/ˈfɔrməl/,official style,Formal dress.
B2,6,Clothing,12,tailored,adjective,/ˈteɪlɚd/,custom-fitted,Tailored suit.
B2,6,Clothing,13,loose,adjective,/ˈlus/,not tight,Loose fit.
B2,6,Clothing,14,fitted,adjective,/ˈfɪtɪd/,close-fitting,Fitted jacket.
B2,6,Clothing,15,wear,verb,/ˈwɛr/,have on body,Wear a suit.
B2,6,Clothing,16,dress,verb,/ˈdrɛs/,put on clothes,Dress formally.
B2,6,Clothing,17,fit,verb,/ˈfɪt/,be right size,Does it fit?
B2,6,Clothing,18,alter,verb,/ˈɔltɚ/,change size,Alter the pants.
B2,6,Clothing,19,match,verb,/ˈmætʃ/,go well together,Match your clothes.
B2,6,Clothing,20,accessorize,verb,/ækˈsɛsəˌraɪz/,add accessories,Accessorize the outfit.
B2,7,Fashion,1,trend,noun,/ˈtrɛnd/,current style,Fashion trend.
B2,7,Fashion,2,style,noun,/ˈstaɪl/,manner of dress,Personal style.
B2,7,Fashion,3,designer,noun,/dɪˈzaɪnɚ/,creator of fashion,Fashion designer.
B2,7,Fashion,4,collection,noun,/kəˈlɛkʃən/,clothing line,New collection.
B2,7,Fashion,5,accessory,noun,/ækˈsɛsəri/,added item,Fashion accessory.
B2,7,Fashion,6,jewelry,noun,/ˈdʒuəlri/,decorative items,Wear jewelry.
B2,7,Fashion,7,brand,noun,/ˈbrænd/,product name,Famous brand.
B2,7,Fashion,8,runway,noun,/ˈrʌnˌweɪ/,fashion show path,Walk the runway.
B2,7,Fashion,9,trendy,adjective,/ˈtrɛndi/,in fashion,Trendy clothes.
B2,7,Fashion,10,stylish,adjective,/ˈstaɪlɪʃ/,fashionable,Very stylish.
B2,7,Fashion,11,elegant,adjective,/ˈɛləgənt/,gracefully refined,Elegant dress.
B2,7,Fashion,12,glamorous,adjective,/ˈglæmərəs/,excitingly attractive,Glamorous look.
B2,7,Fashion,13,sophisticated,adjective,/səˈfɪstɪˌkeɪtɪd/,refined,Sophisticated taste.
B2,7,Fashion,14,vintage,adjective,/ˈvɪntɪdʒ/,classic old style,Vintage fashion.
B2,7,Fashion,15,design,verb,/dɪˈzaɪn/,create plans,Design clothes.
B2,7,Fashion,16,model,verb,/ˈmɑdəl/,display clothes,Model the outfit.
B2,7,Fashion,17,showcase,verb,/ˈʃoʊˌkeɪs/,display prominently,Showcase designs.
B2,7,Fashion,18,coordinate,verb,/koʊˈɔrdəˌneɪt/,arrange together,Coordinate colors.
B2,7,Fashion,19,customize,verb,/ˈkʌstəˌmaɪz/,make personal,Customize your style.
B2,7,Fashion,20,inspire,verb,/ɪnˈspaɪɚ/,give ideas,Inspire trends.
B2,8,Food Processing,1,ingredient,noun,/ɪnˈgridiənt/,food component,Fresh ingredients.
B2,8,Food Processing,2,recipe,noun,/ˈrɛsəpi/,cooking instructions,Follow the recipe.
B2,8,Food Processing,3,flavor,noun,/ˈfleɪvɚ/,taste,Rich flavor.
B2,8,Food Processing,4,spice,noun,/ˈspaɪs/,seasoning,Add spices.
B2,8,Food Processing,5,seasoning,noun,/ˈsizənɪŋ/,flavoring,Light seasoning.
B2,8,Food Processing,6,portion,noun,/ˈpɔrʃən/,serving size,Small portion.
B2,8,Food Processing,7,cuisine,noun,/kwɪˈzin/,cooking style,Italian cuisine.
B2,8,Food Processing,8,preservation,noun,/ˌprɛzɚˈveɪʃən/,keeping fresh,Food preservation.
B2,8,Food Processing,9,organic,adjective,/ɔrˈgænɪk/,naturally grown,Organic food.
B2,8,Food Processing,10,processed,adjective,/ˈprɑsɛst/,manufactured,Processed food.
B2,8,Food Processing,11,raw,adjective,/ˈrɔ/,uncooked,Raw vegetables.
B2,8,Food Processing,12,frozen,adjective,/ˈfroʊzən/,preserved cold,Frozen food.
B2,8,Food Processing,13,canned,adjective,/ˈkænd/,in containers,Canned goods.
B2,8,Food Processing,14,prepare,verb,/prɪˈpɛr/,make ready,Prepare food.
B2,8,Food Processing,15,chop,verb,/ˈtʃɑp/,cut into pieces,Chop vegetables.
B2,8,Food Processing,16,blend,verb,/ˈblɛnd/,mix together,Blend ingredients.
B2,8,Food Processing,17,preserve,verb,/prɪˈzɜrv/,keep fresh,Preserve food.
B2,8,Food Processing,18,season,verb,/ˈsizən/,add flavor,Season the dish.
B2,8,Food Processing,19,marinate,verb,/ˈmærəˌneɪt/,soak in flavor,Marinate the meat.
B2,8,Food Processing,20,refrigerate,verb,/rɪˈfrɪdʒəˌreɪt/,keep cold,Refrigerate after opening.
B2,9,Nutrition,1,nutrition,noun,/nuˈtrɪʃən/,nourishment study,Good nutrition.
B2,9,Nutrition,2,nutrient,noun,/ˈnutriənt/,food substance,Essential nutrients.
B2,9,Nutrition,3,vitamin,noun,/ˈvaɪtəmɪn/,food compound,Vitamin C.
B2,9,Nutrition,4,mineral,noun,/ˈmɪnərəl/,essential element,Minerals needed.
B2,9,Nutrition,5,protein,noun,/ˈproʊˌtin/,building nutrient,High protein.
B2,9,Nutrition,6,carbohydrate,noun,/ˌkɑrboʊˈhaɪdreɪt/,energy nutrient,Complex carbohydrates.
B2,9,Nutrition,7,fiber,noun,/ˈfaɪbɚ/,plant material,Dietary fiber.
B2,9,Nutrition,8,calorie,noun,/ˈkæləri/,energy unit,Count calories.
B2,9,Nutrition,9,diet,noun,/ˈdaɪət/,eating pattern,Balanced diet.
B2,9,Nutrition,10,metabolism,noun,/məˈtæbəˌlɪzəm/,body processing,Fast metabolism.
B2,9,Nutrition,11,supplement,noun,/ˈsʌpləmənt/,added nutrition,Take supplements.
B2,9,Nutrition,12,deficiency,noun,/dɪˈfɪʃənsi/,lack of nutrient,Vitamin deficiency.
B2,9,Nutrition,13,nutritious,adjective,/nuˈtrɪʃəs/,nourishing,Nutritious meal.
B2,9,Nutrition,14,balanced,adjective,/ˈbælənst/,well-proportioned,Balanced diet.
B2,9,Nutrition,15,organic,adjective,/ɔrˈgænɪk/,naturally grown,Organic food.
B2,9,Nutrition,16,vegan,adjective,/ˈvigən/,no animal products,Vegan diet.
B2,9,Nutrition,17,vegetarian,adjective,/ˌvɛdʒəˈtɛriən/,no meat,Vegetarian meal.
B2,9,Nutrition,18,wholesome,adjective,/ˈhoʊlsəm/,healthy,Wholesome food.
B2,9,Nutrition,19,processed,adjective,/ˈprɑsɛst/,manufactured food,Avoid processed.
B2,9,Nutrition,20,refined,adjective,/rɪˈfaɪnd/,purified,Refined sugar.
B2,9,Nutrition,21,nourish,verb,/ˈnɜrɪʃ/,provide food,Nourish the body.
B2,9,Nutrition,22,digest,verb,/daɪˈdʒɛst/,process food,Easy to digest.
B2,9,Nutrition,23,consume,verb,/kənˈsum/,eat or drink,Consume less sugar.
B2,9,Nutrition,24,absorb,verb,/əbˈzɔrb/,take in,Absorb nutrients.
B2,9,Nutrition,25,starve,verb,/ˈstɑrv/,lack food,Don't starve yourself.
B2,9,Nutrition,26,overeat,verb,/ˌoʊvɚˈit/,eat too much,Avoid overeating.
B2,9,Nutrition,27,supplement,verb,/ˈsʌpləˌmɛnt/,add to diet,Supplement your diet.
B2,9,Nutrition,28,monitor,verb,/ˈmɑnɪtɚ/,track,Monitor intake.
B2,9,Nutrition,29,restrict,verb,/rɪˈstrɪkt/,limit,Restrict calories.
B2,9,Nutrition,30,maintain,verb,/meɪnˈteɪn/,keep up,Maintain health.
B2,10,Housing,1,accommodation,noun,/əˌkɑməˈdeɪʃən/,place to live,Find accommodation.
B2,10,Housing,2,residence,noun,/ˈrɛzɪdəns/,home,Primary residence.
B2,10,Housing,3,property,noun,/ˈprɑpɚti/,real estate,Buy property.
B2,10,Housing,4,apartment,noun,/əˈpɑrtmənt/,flat unit,Rent apartment.
B2,10,Housing,5,landlord,noun,/ˈlændˌlɔrd/,property owner,Pay landlord.
B2,10,Housing,6,tenant,noun,/ˈtɛnənt/,renter,New tenant.
B2,10,Housing,7,lease,noun,/ˈlis/,rental contract,Sign lease.
B2,10,Housing,8,mortgage,noun,/ˈmɔrgɪdʒ/,home loan,Pay mortgage.
B2,10,Housing,9,deposit,noun,/dɪˈpɑzɪt/,security money,Security deposit.
B2,10,Housing,10,suburb,noun,/ˈsʌbɜrb/,outer area,Live in suburbs.
B2,10,Housing,11,attic,noun,/ˈætɪk/,top floor,Store in attic.
B2,10,Housing,12,basement,noun,/ˈbeɪsmənt/,underground floor,Finished basement.
B2,10,Housing,13,balcony,noun,/ˈbælkəni/,outdoor platform,Sit on balcony.
B2,10,Housing,14,terrace,noun,/ˈtɛrəs/,outdoor area,Garden terrace.
B2,10,Housing,15,household,noun,/ˈhaʊsˌhoʊld/,home family,Large household.
B2,10,Housing,16,renovation,noun,/ˌrɛnəˈveɪʃən/,home improvement,Major renovation.
B2,10,Housing,17,residential,adjective,/ˌrɛzɪˈdɛnʃəl/,for living,Residential area.
B2,10,Housing,18,furnished,adjective,/ˈfɜrnɪʃt/,with furniture,Furnished apartment.
B2,10,Housing,19,spacious,adjective,/ˈspeɪʃəs/,roomy,Spacious rooms.
B2,10,Housing,20,affordable,adjective,/əˈfɔrdəbəl/,reasonably priced,Affordable housing.
B2,10,Housing,21,cozy,adjective,/ˈkoʊzi/,comfortable,Cozy home.
B2,10,Housing,22,detached,adjective,/dɪˈtætʃt/,separate,Detached house.
B2,10,Housing,23,rent,verb,/ˈrɛnt/,pay for use,Rent an apartment.
B2,10,Housing,24,relocate,verb,/ˌriloʊˈkeɪt/,move home,Relocate for work.
B2,10,Housing,25,renovate,verb,/ˈrɛnəˌveɪt/,improve,Renovate the house.
B2,10,Housing,26,furnish,verb,/ˈfɜrnɪʃ/,add furniture,Furnish the room.
B2,10,Housing,27,decorate,verb,/ˈdɛkəˌreɪt/,add style,Decorate the home.
B2,10,Housing,28,maintain,verb,/meɪnˈteɪn/,keep up,Maintain property.
B2,10,Housing,29,occupy,verb,/ˈɑkjəˌpaɪ/,live in,Occupy the house.
B2,10,Housing,30,vacate,verb,/ˈveɪkeɪt/,leave,Vacate the premises.
B2,10,Housing,31,insulate,verb,/ˈɪnsəˌleɪt/,protect from cold,Insulate walls.
B2,10,Housing,32,remodel,verb,/riˈmɑdəl/,redesign,Remodel kitchen.
B2,10,Housing,33,downsize,verb,/ˈdaʊnˌsaɪz/,move smaller,Downsize home.
B2,10,Housing,34,sublet,verb,/ˈsʌbˌlɛt/,rent to another,Sublet the apartment.
B2,10,Housing,35,evict,verb,/ɪˈvɪkt/,force to leave,Evict the tenant.
B2,11,Character Development,1,character,noun,/ˈkærɪktɚ/,personal qualities,Strong character.
B2,11,Character Development,2,personality,noun,/ˌpɜrsəˈnæləti/,individual nature,Unique personality.
B2,11,Character Development,3,development,noun,/dɪˈvɛləpmənt/,growth process,Personal development.
B2,11,Character Development,4,growth,noun,/ˈgroʊθ/,improvement,Personal growth.
B2,11,Character Development,5,maturity,noun,/məˈtʃʊrəti/,adult state,Show maturity.
B2,11,Character Development,6,potential,noun,/pəˈtɛnʃəl/,capability,Reach potential.
B2,11,Character Development,7,weakness,noun,/ˈwiknəs/,fault,Overcome weakness.
B2,11,Character Development,8,strength,noun,/ˈstrɛŋθ/,strong point,Inner strength.
B2,11,Character Development,9,resilience,noun,/rɪˈzɪljəns/,recovery ability,Show resilience.
B2,11,Character Development,10,discipline,noun,/ˈdɪsəplɪn/,self-control,Self-discipline.
B2,11,Character Development,11,mature,adjective,/məˈtʃʊr/,fully developed,Mature attitude.
B2,11,Character Development,12,ambitious,adjective,/æmˈbɪʃəs/,driven,Very ambitious.
B2,11,Character Development,13,determined,adjective,/dɪˈtɜrmɪnd/,resolved,Determined person.
B2,11,Character Development,14,resilient,adjective,/rɪˈzɪljənt/,able to recover,Resilient spirit.
B2,11,Character Development,15,self-aware,adjective,/ˌsɛlfəˈwɛr/,knowing oneself,Be self-aware.
B2,11,Character Development,16,adaptable,adjective,/əˈdæptəbəl/,flexible,Very adaptable.
B2,11,Character Development,17,disciplined,adjective,/ˈdɪsəplɪnd/,controlled,Highly disciplined.
B2,11,Character Development,18,motivated,adjective,/ˈmoʊtəˌveɪtɪd/,driven,Highly motivated.
B2,11,Character Development,19,develop,verb,/dɪˈvɛləp/,grow,Develop skills.
B2,11,Character Development,20,improve,verb,/ɪmˈpruv/,get better,Improve yourself.
B2,11,Character Development,21,overcome,verb,/ˌoʊvɚˈkʌm/,defeat,Overcome challenges.
B2,11,Character Development,22,achieve,verb,/əˈtʃiv/,accomplish,Achieve goals.
B2,11,Character Development,23,persevere,verb,/ˌpɜrsəˈvɪr/,keep trying,Persevere through.
B2,11,Character Development,24,mature,verb,/məˈtʃʊr/,grow up,Mature over time.
B2,11,Character Development,25,adapt,verb,/əˈdæpt/,adjust,Adapt to change.
B2,11,Character Development,26,motivate,verb,/ˈmoʊtəˌveɪt/,inspire,Motivate yourself.
B2,11,Character Development,27,reflect,verb,/rɪˈflɛkt/,think deeply,Reflect on actions.
